,Year,Month,Day,Hour,GHI,Energy,conversion_efficiency
1250,2013,7,18,6,139,0.060472853,0.050892634134724696
1246,2013,7,16,6,143,0.066030949,0.050892634134724696
1198,2013,6,24,6,3,0.0,0.050892634134724696
9063,2020,4,5,6,95,0.188677937,0.049977853866393245
9062,2020,4,4,6,106,0.188676804,0.049977853866393245
9061,2020,4,1,6,81,0.188673437,0.049977853866393245
1204,2013,6,25,6,110,0.040376604,0.050892634134724696
1206,2013,6,26,6,23,0.0,0.050892634134724696
1209,2013,6,27,6,181,0.188071698,0.050892634134724696
1211,2013,6,28,6,186,0.225423619,0.050892634134724696
1213,2013,6,29,6,157,0.062624238,0.050892634134724696
1215,2013,6,30,6,160,0.254389346,0.050892634134724696
1217,2013,7,1,6,182,0.410140336,0.050892634134724696
1248,2013,7,17,6,141,0.078109905,0.050892634134724696
1221,2013,7,4,6,169,0.244067654,0.050892634134724696
1225,2013,7,6,6,165,0.214993194,0.050892634134724696
1227,2013,7,7,6,148,0.18511498,0.050892634134724696
1229,2013,7,8,6,144,0.197839573,0.050892634134724696
1231,2013,7,9,6,117,0.084063604,0.050892634134724696
9059,2020,3,31,6,82,0.188672304,0.049977853866393245
1234,2013,7,10,6,160,0.1480086,0.050892634134724696
1236,2013,7,11,6,164,0.156751111,0.050892634134724696
1238,2013,7,12,6,165,0.179272711,0.050892634134724696
1240,2013,7,13,6,131,0.115843214,0.050892634134724696
1242,2013,7,14,6,156,0.093663841,0.050892634134724696
1244,2013,7,15,6,142,0.079496808,0.050892634134724696
1223,2013,7,5,6,167,0.203193381,0.050892634134724696
9087,2020,4,21,6,192,0.138000011,0.049977853866393245
1092,2013,5,3,6,23,0.0,0.050892634134724696
1091,2013,5,2,6,3,0.0,0.050892634134724696
9259,2020,8,31,6,52,0.003666667,0.049977853866393245
9257,2020,8,30,6,133,0.003555556,0.049977853866393245
9255,2020,8,29,6,117,0.0,0.049977853866393245
9253,2020,8,28,6,129,0.0,0.049977853866393245
9251,2020,8,27,6,131,0.019722223,0.049977853866393245
9249,2020,8,26,6,130,0.0175,0.049977853866393245
9247,2020,8,25,6,126,0.0,0.049977853866393245
9245,2020,8,24,6,124,0.0,0.049977853866393245
9243,2020,8,23,6,140,0.04277778,0.049977853866393245
9241,2020,8,22,6,87,0.058722224,0.049977853866393245
9239,2020,8,21,6,159,0.06305556,0.049977853866393245
9260,2020,9,1,6,11,0.0,0.049977853866393245
9237,2020,8,20,6,161,0.082166672,0.049977853866393245
9233,2020,8,18,6,169,0.370833367,0.049977853866393245
9231,2020,8,17,6,162,0.106500007,0.049977853866393245
9229,2020,8,16,6,155,0.198666677,0.049977853866393245
9227,2020,8,15,6,111,0.093499996,0.049977853866393245
9225,2020,8,14,6,165,0.199222222,0.049977853866393245
9221,2020,8,12,6,181,0.128166676,0.049977853866393245
9219,2020,8,11,6,186,0.285166681,0.049977853866393245
9217,2020,8,10,6,140,0.219555572,0.049977853866393245
9215,2020,8,9,6,155,0.291888893,0.049977853866393245
9213,2020,8,8,6,172,0.082666673,0.049977853866393245
9210,2020,8,6,6,186,0.357666671,0.049977853866393245
9235,2020,8,19,6,168,0.008,0.049977853866393245
9207,2020,8,4,6,206,0.289444447,0.049977853866393245
9262,2020,9,2,6,125,0.023333333,0.049977853866393245
9267,2020,9,4,6,127,0.0,0.049977853866393245
9300,2020,9,28,6,55,0.0,0.049977853866393245
9299,2020,9,27,6,21,0.0,0.049977853866393245
9298,2020,9,26,6,31,0.0,0.049977853866393245
9297,2020,9,25,6,57,0.0,0.049977853866393245
9296,2020,9,24,6,28,0.0,0.049977853866393245
9295,2020,9,23,6,45,0.0,0.049977853866393245
9294,2020,9,22,6,37,0.0,0.049977853866393245
9293,2020,9,21,6,51,0.0,0.049977853866393245
9292,2020,9,20,6,56,0.0,0.049977853866393245
9291,2020,9,19,6,81,0.0,0.049977853866393245
9290,2020,9,18,6,64,0.0,0.049977853866393245
9264,2020,9,3,6,116,0.012277778,0.049977853866393245
9289,2020,9,17,6,79,0.0,0.049977853866393245
9287,2020,9,15,6,66,0.0,0.049977853866393245
9285,2020,9,14,6,82,0.0,0.049977853866393245
9281,2020,9,13,6,95,0.0,0.049977853866393245
9279,2020,9,12,6,83,0.0,0.049977853866393245
9278,2020,9,11,6,8,0.0,0.049977853866393245
9275,2020,9,10,6,6,0.0,0.049977853866393245
9274,2020,9,9,6,4,0.0,0.049977853866393245
9272,2020,9,8,6,13,0.0,0.049977853866393245
9271,2020,9,7,6,84,0.0,0.049977853866393245
9270,2020,9,6,6,12,0.0,0.049977853866393245
9269,2020,9,5,6,118,0.0,0.049977853866393245
9288,2020,9,16,6,72,0.0,0.049977853866393245
1280,2013,8,12,6,14,0.0,0.050892634134724696
9200,2020,7,29,6,208,0.037500001,0.049977853866393245
9182,2020,7,17,6,236,0.015611111,0.049977853866393245
1066,2013,4,17,6,9,0.0,0.050892634134724696
9097,2020,5,7,6,234,0.022,0.049977853866393245
9096,2020,5,2,6,209,0.372166693,0.049977853866393245
9095,2020,5,1,6,178,0.007488382,0.049977853866393245
9094,2020,4,30,6,220,0.318166673,0.049977853866393245
9093,2020,4,29,6,110,0.044055555,0.049977853866393245
9092,2020,4,28,6,172,0.341500014,0.049977853866393245
9091,2020,4,27,6,150,0.030444447,0.049977853866393245
1075,2013,4,18,6,8,0.0,0.050892634134724696
9089,2020,4,26,6,201,0.1887016,0.049977853866393245
1077,2013,4,19,6,80,0.0,0.050892634134724696
1065,2013,4,16,6,68,0.0,0.050892634134724696
1078,2013,4,20,6,89,0.0,0.050892634134724696
1080,2013,4,22,6,34,0.0,0.050892634134724696
1081,2013,4,23,6,21,0.0,0.050892634134724696
9088,2020,4,23,6,110,0.188000023,0.049977853866393245
1083,2013,4,24,6,102,0.0,0.050892634134724696
1084,2013,4,25,6,102,0.0,0.050892634134724696
1085,2013,4,26,6,49,0.0,0.050892634134724696
1086,2013,4,27,6,99,0.0,0.050892634134724696
1087,2013,4,28,6,103,0.0,0.050892634134724696
1088,2013,4,29,6,103,0.0,0.050892634134724696
1089,2013,4,30,6,54,0.0,0.050892634134724696
1090,2013,5,1,6,72,0.0,0.050892634134724696
1079,2013,4,21,6,19,0.0,0.050892634134724696
9191,2020,7,23,6,229,0.016000001,0.049977853866393245
1064,2013,4,15,6,65,0.0,0.050892634134724696
1061,2013,4,13,6,57,0.0,0.050892634134724696
9160,2020,6,12,6,290,0.619199991,0.049977853866393245
9141,2020,6,7,6,277,0.0,0.049977853866393245
9138,2020,6,6,6,274,0.366833359,0.049977853866393245
9124,2020,5,30,6,280,0.419277787,0.049977853866393245
1034,2013,3,30,6,2,0.0,0.050892634134724696
1036,2013,3,31,6,14,0.0,0.050892634134724696
1038,2013,4,1,6,19,0.0,0.050892634134724696
9111,2020,5,21,6,26,0.035388891,0.049977853866393245
1040,2013,4,2,6,21,0.0,0.050892634134724696
1042,2013,4,3,6,16,0.0,0.050892634134724696
9109,2020,5,20,6,97,0.214222237,0.049977853866393245
1062,2013,4,14,6,12,0.0,0.050892634134724696
1044,2013,4,4,6,13,0.0,0.050892634134724696
1048,2013,4,6,6,9,0.0,0.050892634134724696
1050,2013,4,7,6,21,0.0,0.050892634134724696
1051,2013,4,8,6,15,0.0,0.050892634134724696
9105,2020,5,17,6,127,0.210666671,0.049977853866393245
1053,2013,4,9,6,18,0.0,0.050892634134724696
1055,2013,4,10,6,14,0.0,0.050892634134724696
9101,2020,5,16,6,234,0.019833334,0.049977853866393245
1057,2013,4,11,6,39,0.0,0.050892634134724696
9100,2020,5,12,6,88,0.004333334,0.049977853866393245
1059,2013,4,12,6,48,0.0,0.050892634134724696
9099,2020,5,8,6,255,0.537333369,0.049977853866393245
1046,2013,4,5,6,28,0.0,0.050892634134724696
9301,2020,9,29,6,54,0.0,0.049977853866393245
1281,2013,8,13,6,81,0.0,0.050892634134724696
1283,2013,8,15,6,45,0.0,0.050892634134724696
8546,2019,4,16,6,138,0.0,0.049977853866393245
8544,2019,4,15,6,146,0.0,0.049977853866393245
8542,2019,4,14,6,76,0.0,0.049977853866393245
8539,2019,4,13,6,137,0.0,0.049977853866393245
8536,2019,4,12,6,22,0.0,0.049977853866393245
8534,2019,4,11,6,11,0.000111111,0.049977853866393245
8533,2019,4,10,6,23,0.0,0.049977853866393245
8531,2019,4,9,6,119,0.0,0.049977853866393245
8529,2019,4,8,6,120,0.0,0.049977853866393245
8528,2019,4,7,6,13,0.0,0.049977853866393245
8527,2019,4,6,6,74,0.0,0.049977853866393245
8526,2019,4,5,6,85,0.0,0.049977853866393245
8524,2019,4,4,6,27,0.0,0.049977853866393245
8523,2019,4,3,6,92,0.0,0.049977853866393245
8522,2019,4,2,6,19,0.0,0.049977853866393245
8520,2019,4,1,6,81,0.0,0.049977853866393245
8517,2019,3,31,6,91,0.0,0.049977853866393245
8516,2019,3,30,6,30,0.0,0.049977853866393245
8515,2019,3,29,6,13,0.0,0.049977853866393245
8514,2019,3,28,6,50,0.0,0.049977853866393245
8513,2019,3,27,6,34,0.0,0.049977853866393245
8510,2019,3,26,6,59,0.0,0.049977853866393245
8509,2019,3,25,6,57,0.0,0.049977853866393245
8548,2019,4,17,6,28,0.011,0.049977853866393245
8550,2019,4,18,6,30,0.025666667,0.049977853866393245
8552,2019,4,19,6,179,0.0,0.049977853866393245
8554,2019,4,20,6,178,0.0,0.049977853866393245
8731,2019,7,28,6,195,0.190222234,0.049977853866393245
8725,2019,7,23,6,225,0.446222246,0.049977853866393245
8722,2019,7,22,6,231,0.566055596,0.049977853866393245
8720,2019,7,21,6,87,0.159666672,0.049977853866393245
8700,2019,7,6,6,248,0.438000023,0.049977853866393245
8675,2019,6,25,6,268,0.588333368,0.049977853866393245
8672,2019,6,24,6,118,0.175000012,0.049977853866393245
8658,2019,6,14,6,282,0.694875062,0.049977853866393245
8625,2019,5,23,6,270,0.161333337,0.049977853866393245
8614,2019,5,19,6,134,0.0,0.049977853866393245
8605,2019,5,13,6,253,0.104833342,0.049977853866393245
8508,2019,3,24,6,16,0.0,0.049977853866393245
8599,2019,5,10,6,250,0.071999997,0.049977853866393245
8588,2019,5,3,6,217,0.0,0.049977853866393245
8584,2019,5,2,6,37,0.0,0.049977853866393245
8581,2019,5,1,6,57,0.0,0.049977853866393245
8575,2019,4,29,6,10,0.0,0.049977853866393245
8573,2019,4,28,6,207,0.26000002,0.049977853866393245
8571,2019,4,27,6,21,0.032111112,0.049977853866393245
8568,2019,4,26,6,209,0.125833333,0.049977853866393245
8565,2019,4,25,6,172,0.0,0.049977853866393245
8561,2019,4,23,6,116,0.088333338,0.049977853866393245
8559,2019,4,22,6,129,0.088333338,0.049977853866393245
8557,2019,4,21,6,170,0.000611111,0.049977853866393245
8590,2019,5,4,6,216,0.136500001,0.049977853866393245
8506,2019,3,23,6,51,0.0,0.049977853866393245
8503,2019,3,22,6,47,0.0,0.049977853866393245
8502,2019,3,21,6,41,0.0,0.049977853866393245
1734,2014,6,6,6,63,0.125611112,0.050892634134724696
1735,2014,6,8,6,104,0.094000004,0.050892634134724696
1736,2014,6,9,6,70,0.022833334,0.050892634134724696
1737,2014,6,10,6,109,0.032055557,0.050892634134724696
8484,2019,3,12,6,12,0.0,0.049977853866393245
1739,2014,6,13,6,207,0.310166657,0.050892634134724696
1740,2014,6,15,6,132,0.161000013,0.050892634134724696
1742,2014,6,16,6,194,0.279666662,0.050892634134724696
8480,2019,3,11,6,4,0.0,0.049977853866393245
1744,2014,6,18,6,84,0.12650001,0.050892634134724696
8478,2019,3,10,6,10,0.0,0.049977853866393245
1733,2014,6,5,6,146,0.116000004,0.050892634134724696
1747,2014,6,22,6,174,0.236000001,0.050892634134724696
1751,2014,6,23,6,67,0.112000003,0.050892634134724696
1752,2014,6,24,6,181,0.083333336,0.050892634134724696
1753,2014,6,25,6,181,0.285277784,0.050892634134724696
1754,2014,6,26,6,177,0.367000014,0.050892634134724696
1755,2014,6,29,6,181,0.18511112,0.050892634134724696
8474,2019,3,8,6,2,0.0,0.049977853866393245
8472,2019,3,7,6,2,0.0,0.049977853866393245
8470,2019,3,6,6,3,0.0,0.049977853866393245
1761,2014,7,1,6,147,0.205000013,0.050892634134724696
1762,2014,7,2,6,181,0.152388901,0.050892634134724696
1763,2014,7,3,6,188,0.185222223,0.050892634134724696
8476,2019,3,9,6,2,0.0,0.049977853866393245
8733,2019,7,29,6,198,0.455333352,0.049977853866393245
1732,2014,6,3,6,193,0.277500004,0.050892634134724696
1730,2014,5,30,6,165,0.293388903,0.050892634134724696
8501,2019,3,20,6,26,0.0,0.049977853866393245
8499,2019,3,19,6,20,0.0,0.049977853866393245
8497,2019,3,18,6,30,0.0,0.049977853866393245
8494,2019,3,17,6,27,0.0,0.049977853866393245
8492,2019,3,16,6,23,0.0,0.049977853866393245
1708,2014,5,4,6,40,0.0,0.050892634134724696
1709,2014,5,6,6,102,0.008166667,0.050892634134724696
8490,2019,3,15,6,5,0.0,0.049977853866393245
1711,2014,5,11,6,103,0.077611111,0.050892634134724696
8488,2019,3,14,6,7,0.0,0.049977853866393245
8486,2019,3,13,6,2,0.0,0.049977853866393245
1731,2014,6,1,6,180,0.002833334,0.050892634134724696
1717,2014,5,14,6,55,0.039722223,0.050892634134724696
1719,2014,5,17,6,173,0.140000001,0.050892634134724696
1720,2014,5,18,6,163,0.131999999,0.050892634134724696
1721,2014,5,19,6,66,0.006666667,0.050892634134724696
1722,2014,5,20,6,155,0.089166671,0.050892634134724696
1723,2014,5,21,6,137,0.267333329,0.050892634134724696
1724,2014,5,23,6,185,0.080222227,0.050892634134724696
1725,2014,5,24,6,182,0.155000001,0.050892634134724696
1726,2014,5,25,6,170,0.305222243,0.050892634134724696
1727,2014,5,27,6,85,0.009166667,0.050892634134724696
1728,2014,5,28,6,66,0.08127778,0.050892634134724696
1729,2014,5,29,6,170,0.218500018,0.050892634134724696
1718,2014,5,15,6,88,0.028611112,0.050892634134724696
8738,2019,7,31,6,217,0.158555567,0.049977853866393245
8743,2019,8,4,6,191,0.469111145,0.049977853866393245
8745,2019,8,5,6,174,0.164222226,0.049977853866393245
1320,2013,9,12,6,24,0.0,0.050892634134724696
1322,2013,9,13,6,26,0.0,0.050892634134724696
1324,2013,9,14,6,24,0.0,0.050892634134724696
1326,2013,9,15,6,4,0.0,0.050892634134724696
1330,2013,9,16,6,20,0.0,0.050892634134724696
1331,2013,9,17,6,5,0.0,0.050892634134724696
1333,2013,9,18,6,3,0.0,0.050892634134724696
1334,2013,9,19,6,4,0.0,0.050892634134724696
1336,2013,9,20,6,5,0.0,0.050892634134724696
8895,2019,10,31,6,1,0.0,0.049977853866393245
8892,2019,10,29,6,3,0.0,0.049977853866393245
1319,2013,9,11,6,7,0.0,0.050892634134724696
8890,2019,10,28,6,2,0.0,0.049977853866393245
8885,2019,10,25,6,3,0.0,0.049977853866393245
8882,2019,10,24,6,3,0.0,0.049977853866393245
2526,2017,7,18,6,146,0.071500003,0.050892634134724696
8879,2019,10,23,6,1,0.0,0.049977853866393245
8877,2019,10,22,6,9,0.0,0.049977853866393245
8876,2019,10,21,6,3,0.0,0.049977853866393245
8874,2019,10,20,6,12,0.0,0.049977853866393245
8873,2019,10,19,6,5,0.0,0.049977853866393245
8871,2019,10,18,6,9,0.0,0.049977853866393245
8869,2019,10,17,6,17,0.0,0.049977853866393245
8867,2019,10,16,6,18,0.0,0.049977853866393245
8888,2019,10,27,6,4,0.0,0.049977853866393245
8865,2019,10,15,6,17,0.0,0.049977853866393245
1317,2013,9,10,6,26,0.0,0.050892634134724696
9045,2020,3,20,6,40,0.0,0.049977853866393245
1284,2013,8,16,6,80,0.0,0.050892634134724696
1285,2013,8,17,6,78,0.0,0.050892634134724696
1286,2013,8,18,6,78,0.0,0.050892634134724696
1287,2013,8,19,6,68,0.0,0.050892634134724696
1288,2013,8,20,6,61,0.0,0.050892634134724696
1289,2013,8,21,6,58,0.0,0.050892634134724696
1290,2013,8,22,6,35,0.0,0.050892634134724696
1291,2013,8,23,6,63,0.0,0.050892634134724696
1292,2013,8,24,6,51,0.0,0.050892634134724696
1293,2013,8,25,6,53,0.0,0.050892634134724696
1294,2013,8,26,6,54,0.0,0.050892634134724696
1315,2013,9,9,6,26,0.0,0.050892634134724696
1295,2013,8,27,6,34,0.0,0.050892634134724696
1297,2013,8,29,6,47,0.0,0.050892634134724696
1298,2013,8,30,6,47,0.0,0.050892634134724696
1299,2013,8,31,6,26,0.0,0.050892634134724696
1300,2013,9,1,6,21,0.0,0.050892634134724696
1301,2013,9,2,6,46,0.0,0.050892634134724696
1303,2013,9,3,6,46,0.0,0.050892634134724696
1305,2013,9,4,6,40,0.0,0.050892634134724696
1307,2013,9,5,6,30,0.0,0.050892634134724696
1309,2013,9,6,6,31,0.0,0.050892634134724696
1311,2013,9,7,6,29,0.0,0.050892634134724696
1313,2013,9,8,6,27,0.0,0.050892634134724696
1296,2013,8,28,6,51,0.0,0.050892634134724696
1282,2013,8,14,6,92,0.0,0.050892634134724696
8863,2019,10,14,6,24,0.0,0.049977853866393245
8858,2019,10,12,6,28,0.0,0.049977853866393245
8810,2019,9,7,6,86,0.0,0.049977853866393245
8809,2019,9,6,6,119,0.0,0.049977853866393245
8807,2019,9,5,6,118,0.0,0.049977853866393245
8805,2019,9,4,6,127,0.0,0.049977853866393245
8803,2019,9,3,6,110,0.0,0.049977853866393245
8801,2019,9,2,6,115,0.0,0.049977853866393245
8799,2019,9,1,6,113,0.0,0.049977853866393245
8797,2019,8,31,6,128,0.0,0.049977853866393245
8795,2019,8,30,6,79,0.011833333,0.049977853866393245
8793,2019,8,29,6,129,0.0,0.049977853866393245
8789,2019,8,28,6,143,0.0,0.049977853866393245
8811,2019,9,8,6,59,0.0,0.049977853866393245
8787,2019,8,27,6,143,0.0,0.049977853866393245
8783,2019,8,25,6,89,0.049833339,0.049977853866393245
8778,2019,8,23,6,155,0.301833332,0.049977853866393245
8774,2019,8,22,6,159,0.0,0.049977853866393245
8772,2019,8,21,6,51,0.0,0.049977853866393245
8768,2019,8,19,6,156,0.0,0.049977853866393245
8766,2019,8,18,6,20,0.0,0.049977853866393245
8762,2019,8,15,6,169,0.0,0.049977853866393245
8758,2019,8,14,6,168,0.0,0.049977853866393245
8756,2019,8,13,6,160,0.023687501,0.049977853866393245
8750,2019,8,8,6,163,0.086500004,0.049977853866393245
8747,2019,8,6,6,181,0.445000023,0.049977853866393245
8785,2019,8,26,6,120,0.066,0.049977853866393245
8861,2019,10,13,6,25,0.0,0.049977853866393245
8812,2019,9,9,6,20,0.0,0.049977853866393245
8814,2019,9,11,6,50,0.0,0.049977853866393245
8857,2019,10,11,6,22,0.0,0.049977853866393245
8856,2019,10,10,6,5,0.0,0.049977853866393245
8854,2019,10,9,6,33,0.0,0.049977853866393245
8853,2019,10,8,6,35,0.0,0.049977853866393245
8848,2019,10,7,6,37,0.0,0.049977853866393245
8847,2019,10,6,6,29,0.0,0.049977853866393245
8846,2019,10,5,6,17,0.0,0.049977853866393245
8844,2019,10,4,6,48,0.0,0.049977853866393245
8842,2019,10,3,6,30,0.0,0.049977853866393245
8840,2019,10,2,6,29,0.0,0.049977853866393245
8839,2019,10,1,6,14,0.0,0.049977853866393245
8813,2019,9,10,6,59,0.0,0.049977853866393245
8838,2019,9,30,6,47,0.0,0.049977853866393245
8834,2019,9,28,6,29,0.0,0.049977853866393245
8833,2019,9,27,6,5,0.0,0.049977853866393245
8824,2019,9,20,6,36,0.0,0.049977853866393245
8823,2019,9,19,6,11,0.0,0.049977853866393245
8822,2019,9,18,6,75,0.0,0.049977853866393245
8821,2019,9,17,6,57,0.0,0.049977853866393245
8820,2019,9,16,6,90,0.0,0.049977853866393245
8819,2019,9,15,6,58,0.0,0.049977853866393245
8818,2019,9,14,6,91,0.0,0.049977853866393245
8817,2019,9,13,6,99,0.0,0.049977853866393245
8816,2019,9,12,6,48,0.0,0.049977853866393245
8835,2019,9,29,6,5,0.0,0.049977853866393245
1764,2014,7,4,6,182,0.184333354,0.050892634134724696
9306,2020,9,30,6,10,0.0,0.049977853866393245
9309,2020,10,2,6,49,0.0,0.049977853866393245
9953,2021,9,12,6,79,0.189269379,0.049977853866393245
9952,2021,9,11,6,71,0.157723531,0.049977853866393245
9951,2021,9,10,6,96,0.189267099,0.049977853866393245
9950,2021,9,9,6,109,0.189265996,0.049977853866393245
9949,2021,9,8,6,116,0.121670268,0.049977853866393245
9948,2021,9,7,6,85,0.115661159,0.049977853866393245
9945,2021,9,6,6,113,0.162225097,0.049977853866393245
9942,2021,9,5,6,120,0.189261481,0.049977853866393245
9941,2021,9,4,6,50,0.0,0.049977853866393245
9940,2021,9,3,6,31,0.010514402,0.049977853866393245
9939,2021,9,2,6,127,0.189258099,0.049977853866393245
9938,2021,9,1,6,121,0.0005,0.049977853866393245
9937,2021,8,31,6,16,0.019526398,0.049977853866393245
9936,2021,8,30,6,117,0.031542454,0.049977853866393245
9935,2021,8,29,6,90,0.0,0.049977853866393245
9934,2021,8,28,6,126,0.024166668,0.049977853866393245
9930,2021,8,27,6,98,0.189251348,0.049977853866393245
9928,2021,8,26,6,133,0.0175,0.049977853866393245
9927,2021,8,25,6,18,0.0015,0.049977853866393245
9926,2021,8,24,6,137,0.026833333,0.049977853866393245
9925,2021,8,22,6,155,0.1175,0.049977853866393245
9924,2021,8,20,6,150,0.135777786,0.049977853866393245
9923,2021,8,19,6,151,0.085500002,0.049977853866393245
9954,2021,9,15,6,94,0.189272761,0.049977853866393245
9955,2021,9,16,6,87,0.189273879,0.049977853866393245
9956,2021,9,17,6,77,0.189275011,0.049977853866393245
9957,2021,9,18,6,78,0.189276129,0.049977853866393245
9994,2021,10,17,6,15,0.0,0.049977853866393245
9992,2021,10,16,6,17,0.0,0.049977853866393245
9988,2021,10,15,6,6,0.0,0.049977853866393245
9987,2021,10,14,6,8,0.0,0.049977853866393245
9984,2021,10,13,6,3,0.0,0.049977853866393245
9981,2021,10,12,6,24,0.0,0.049977853866393245
9980,2021,10,11,6,3,0.0,0.049977853866393245
9978,2021,10,10,6,9,0.0,0.049977853866393245
9976,2021,10,9,6,29,0.0,0.049977853866393245
9975,2021,10,8,6,8,0.0,0.049977853866393245
9974,2021,10,7,6,10,0.0,0.049977853866393245
9922,2021,8,18,6,157,0.111666679,0.049977853866393245
9972,2021,10,6,6,31,0.0,0.049977853866393245
9969,2021,10,4,6,41,0.0,0.049977853866393245
9968,2021,10,3,6,13,0.0,0.049977853866393245
9967,2021,10,2,6,20,0.0,0.049977853866393245
9966,2021,10,1,6,45,0.0,0.049977853866393245
9965,2021,9,30,6,38,0.0,0.049977853866393245
9964,2021,9,29,6,33,0.0,0.049977853866393245
9963,2021,9,28,6,56,0.0,0.049977853866393245
9962,2021,9,27,6,57,0.0,0.049977853866393245
9961,2021,9,26,6,59,0.0,0.049977853866393245
9960,2021,9,25,6,55,0.0,0.049977853866393245
9959,2021,9,24,6,46,0.0,0.049977853866393245
9970,2021,10,5,6,38,0.0,0.049977853866393245
9921,2021,8,17,6,162,0.127833337,0.049977853866393245
9920,2021,8,16,6,176,0.254500002,0.049977853866393245
9919,2021,8,15,6,175,0.004505663,0.049977853866393245
9765,2021,5,5,6,232,0.039722227,0.049977853866393245
9763,2021,5,4,6,111,0.23466666,0.049977853866393245
9760,2021,5,2,6,208,0.165055573,0.049977853866393245
9758,2021,5,1,6,178,0.134000003,0.049977853866393245
9755,2021,4,29,6,179,0.132444441,0.049977853866393245
9753,2021,4,28,6,152,0.322833359,0.049977853866393245
9751,2021,4,27,6,136,0.30694446,0.049977853866393245
9749,2021,4,26,6,179,0.184777781,0.049977853866393245
9747,2021,4,25,6,186,0.0,0.049977853866393245
9745,2021,4,24,6,133,0.221000016,0.049977853866393245
9742,2021,4,22,6,182,0.014000001,0.049977853866393245
9773,2021,5,11,6,257,0.0,0.049977853866393245
9740,2021,4,21,6,182,0.0,0.049977853866393245
9736,2021,4,19,6,42,0.0,0.049977853866393245
9734,2021,4,18,6,84,0.002166667,0.049977853866393245
441,2012,3,30,6,2,0.0,0.050892634134724696
443,2012,3,31,6,3,0.0,0.050892634134724696
9732,2021,4,17,6,79,0.028500002,0.049977853866393245
445,2012,4,1,6,15,0.0,0.050892634134724696
447,2012,4,2,6,16,0.0,0.050892634134724696
9730,2021,4,16,6,152,0.021500001,0.049977853866393245
449,2012,4,3,6,13,0.0,0.050892634134724696
450,2012,4,4,6,22,0.0,0.050892634134724696
452,2012,4,5,6,16,0.0,0.050892634134724696
9738,2021,4,20,6,45,0.0,0.049977853866393245
9997,2021,10,18,6,14,0.0,0.049977853866393245
9780,2021,5,17,6,42,0.0,0.049977853866393245
9786,2021,5,20,6,71,0.0,0.049977853866393245
9918,2021,8,14,6,183,0.114388891,0.049977853866393245
9917,2021,8,12,6,160,0.25150001,0.049977853866393245
9916,2021,8,11,6,152,0.019555556,0.049977853866393245
9915,2021,8,10,6,161,0.343333334,0.049977853866393245
9914,2021,8,9,6,46,0.0425,0.049977853866393245
9913,2021,8,8,6,157,0.145500004,0.049977853866393245
9912,2021,8,4,6,182,0.432500005,0.049977853866393245
9911,2021,8,3,6,202,0.353500009,0.049977853866393245
9910,2021,8,2,6,206,0.0,0.049977853866393245
9909,2021,8,1,6,175,0.212444454,0.049977853866393245
9908,2021,7,31,6,32,0.071111113,0.049977853866393245
9784,2021,5,19,6,13,0.0,0.049977853866393245
9907,2021,7,24,6,203,0.48261112,0.049977853866393245
9894,2021,7,14,6,174,0.248944446,0.049977853866393245
9891,2021,7,13,6,101,0.009333334,0.049977853866393245
9889,2021,7,12,6,17,0.0,0.049977853866393245
9875,2021,7,1,6,264,0.060444448,0.049977853866393245
9865,2021,6,26,6,81,0.0185,0.049977853866393245
9856,2021,6,22,6,229,0.0,0.049977853866393245
9848,2021,6,19,6,262,0.354388893,0.049977853866393245
9807,2021,5,30,6,294,0.372500002,0.049977853866393245
9803,2021,5,29,6,307,0.334611118,0.049977853866393245
9792,2021,5,23,6,55,0.029000003,0.049977853866393245
9789,2021,5,21,6,117,0.154611126,0.049977853866393245
9899,2021,7,17,6,189,0.156777784,0.049977853866393245
9999,2021,10,19,6,5,0.0,0.049977853866393245
10001,2021,10,20,6,1,0.0,0.049977853866393245
10003,2021,10,21,6,2,0.0,0.049977853866393245
76,2011,7,11,6,11,0.0,0.050892634134724696
79,2011,7,12,6,155,0.127096534,0.050892634134724696
83,2011,7,13,6,74,0.088058308,0.050892634134724696
85,2011,7,14,6,146,0.098052137,0.050892634134724696
87,2011,7,15,6,140,0.034448668,0.050892634134724696
89,2011,7,16,6,92,0.0,0.050892634134724696
91,2011,7,17,6,132,0.067564674,0.050892634134724696
93,2011,7,18,6,138,0.046742905,0.050892634134724696
95,2011,7,19,6,134,0.06356284,0.050892634134724696
97,2011,7,20,6,139,0.005202024,0.050892634134724696
99,2011,7,21,6,129,0.054033201,0.050892634134724696
74,2011,7,10,6,151,0.23742491,0.050892634134724696
101,2011,7,22,6,3,0.0,0.050892634134724696
105,2011,7,24,6,3,0.0,0.050892634134724696
106,2011,7,25,6,136,0.033158049,0.050892634134724696
107,2011,7,26,6,74,0.022211656,0.050892634134724696
108,2011,7,27,6,77,0.009511568,0.050892634134724696
109,2011,7,28,6,43,0.0,0.050892634134724696
111,2011,7,29,6,71,0.004533045,0.050892634134724696
112,2011,7,30,6,119,0.0,0.050892634134724696
113,2011,7,31,6,118,8.05e-05,0.050892634134724696
114,2011,8,1,6,112,0.000922562,0.050892634134724696
115,2011,8,2,6,73,0.0,0.050892634134724696
116,2011,8,3,6,114,0.0,0.050892634134724696
104,2011,7,23,6,42,0.0,0.050892634134724696
117,2011,8,4,6,71,0.0,0.050892634134724696
