,Year,Month,Day,Hour,GHI,Energy,conversion_efficiency
11752,2020,7,31,6,114,0.173500001,0.06132563310054052
11750,2020,7,30,6,150,0.23650001,0.06353123744112235
11764,2020,8,8,6,172,0.092500001,0.021670089280512922
11748,2020,7,29,6,208,0.068500005,0.013270114749433272
11745,2020,7,27,6,35,0.0,0.0
11742,2020,7,26,6,209,0.408500016,0.07875773211964922
11740,2020,7,24,6,216,0.25,0.046637328778197824
11738,2020,7,23,6,229,0.188500017,0.0331683082931943
6654,2011,6,29,6,266,0.491291434,0.07442262178658617
11735,2020,7,21,6,35,0.0,0.0
11732,2020,7,19,6,101,0.0,0.0
11730,2020,7,18,6,218,0.483500034,0.08936910845475984
11746,2020,7,28,6,220,0.147,0.02692415387936977
11766,2020,8,9,6,155,0.102500007,0.0266464652816759
11768,2020,8,10,6,140,0.0,0.0
11772,2020,8,11,6,186,0.127500013,0.027621336892670694
11810,2020,8,30,6,133,0.0,0.0
11808,2020,8,29,6,117,0.0,0.0
11806,2020,8,28,6,129,0.0,0.0
11804,2020,8,27,6,131,0.0,0.0
11802,2020,8,26,6,130,0.0,0.0
11800,2020,8,25,6,126,0.0,0.0
11798,2020,8,24,6,124,0.0,0.0
11796,2020,8,23,6,140,0.0,0.0
11794,2020,8,22,6,87,0.0,0.0
11792,2020,8,21,6,159,0.0,0.0
11790,2020,8,20,6,161,0.0,0.0
11788,2020,8,19,6,168,0.0,0.0
11786,2020,8,18,6,169,0.0,0.0
11784,2020,8,17,6,162,0.0,0.0
11782,2020,8,16,6,155,0.127000004,0.03301561918292064
11780,2020,8,15,6,111,0.0,0.0
11778,2020,8,14,6,165,0.049500003,0.012088396351938913
11776,2020,8,13,6,54,0.0,0.0
11774,2020,8,12,6,181,0.055,0.012244231290276025
11728,2020,7,17,6,236,0.456500024,0.07794283743412425
11812,2020,8,31,6,52,0.0,0.0
11725,2020,7,15,6,20,0.0,0.0
11719,2020,7,12,6,250,0.354499996,0.057137815982552194
11618,2020,5,21,6,26,0.0,0.0
11615,2020,5,20,6,97,0.069000006,0.028663208600092308
11614,2020,5,19,6,68,0.0,0.0
11612,2020,5,18,6,40,0.081000008,0.08159667848926531
6643,2011,6,23,6,69,0.136203274,0.07954005124430565
11610,2020,5,17,6,127,0.223500013,0.07091224614342985
11609,2020,5,15,6,177,0.038000003,0.008650829939716087
11607,2020,5,14,6,23,0.0,0.0
6645,2011,6,24,6,281,0.301600456,0.04324870262268042
11606,2020,5,13,6,236,0.49150002,0.08391873854037041
11604,2020,5,9,6,251,0.282500029,0.04535155528576667
11603,2020,5,8,6,255,0.25,0.03950456084741463
11602,2020,5,7,6,234,0.386000007,0.06646895717481476
11601,2020,5,6,6,225,0.344000012,0.06160604797189632
11600,2020,5,5,6,38,0.0,0.0
11599,2020,5,2,6,209,0.044,0.008483084645129037
11598,2020,5,1,6,178,0.264500022,0.0598760469522828
11597,2020,4,30,6,220,0.120500006,0.02207048097965293
11605,2020,5,10,6,52,0.0,0.0
11628,2020,5,28,6,121,0.1435,0.047787459266413874
11632,2020,5,29,6,282,0.407000005,0.05815575741726585
11633,2020,5,30,6,280,0.298000008,0.0428850237054906
11715,2020,7,10,6,259,0.309500009,0.04815133272807797
11709,2020,7,6,6,248,0.475000024,0.07717726087759692
11707,2020,7,5,6,249,0.510500014,0.08261213029310202
11705,2020,7,4,6,249,0.533500016,0.08633412659057049
6652,2011,6,28,6,285,0.240990952,0.03407244407543715
11694,2020,6,25,6,280,0.452500015,0.06511903808408573
11693,2020,6,24,6,282,0.277500033,0.03965165701271003
11684,2020,6,18,6,275,0.482000023,0.07062553898836336
11681,2020,6,17,6,285,0.634500027,0.08970862393962764
6650,2011,6,27,6,64,0.00197008,0.0012403701271712516
2164,2014,5,24,6,182,0.006,0.0013283951230009755
11662,2020,6,11,6,285,0.410000026,0.05796774875105176
11659,2020,6,10,6,168,0.325000018,0.07795096813227195
11654,2020,6,8,6,287,0.325000018,0.04562983500425675
11651,2020,6,7,6,277,0.57099998,0.08306225820526421
11648,2020,6,6,6,274,0.360500008,0.05301541018817536
11644,2020,6,5,6,9,0.0,0.0
11642,2020,6,4,6,140,0.190500006,0.05482951042877893
11637,2020,6,3,6,54,0.0,0.0
11721,2020,7,13,6,249,0.356000006,0.05761002560916109
11816,2020,9,2,6,125,0.0,0.0
11818,2020,9,3,6,116,0.0,0.0
11820,2020,9,4,6,127,0.0,0.0
1652,2013,9,8,6,27,0.0,0.0
1654,2013,9,9,6,26,0.0,0.0
6732,2011,8,16,6,122,0.021500001,0.007101107046544713
1656,2013,9,10,6,26,0.0,0.0
1658,2013,9,11,6,7,0.0,0.0
6730,2011,8,15,6,178,0.136000007,0.03078692675739282
1660,2013,9,12,6,24,0.0,0.0
204,2011,8,21,6,71,0.0,0.0
205,2011,8,22,6,47,0.0,0.0
1662,2013,9,13,6,26,0.0,0.0
1664,2013,9,14,6,24,0.0,0.0
1666,2013,9,15,6,4,0.0,0.0
6726,2011,8,13,6,130,0.0125,0.0038744857754195116
7471,2012,10,14,6,4,0.0,0.0
11855,2020,9,29,6,54,0.0,0.0
6724,2011,8,12,6,101,0.074500002,0.029722293657270707
202,2011,8,20,6,35,0.0,0.0
1671,2013,9,16,6,20,0.0,0.0
6728,2011,8,14,6,175,0.015000001,0.003453827550057691
6734,2011,8,17,6,149,0.0,0.0
1650,2013,9,7,6,29,0.0,0.0
1648,2013,9,6,6,31,0.0,0.0
1625,2013,8,24,6,51,0.0,0.0
1626,2013,8,25,6,53,0.0,0.0
6745,2011,8,23,6,56,0.0,0.0
1628,2013,8,26,6,54,0.0,0.0
6744,2011,8,22,6,130,0.0,0.0
1630,2013,8,27,6,34,0.0,0.0
1632,2013,8,28,6,51,0.0,0.0
6742,2011,8,21,6,155,0.0,0.0
1634,2013,8,29,6,47,0.0,0.0
1636,2013,8,30,6,47,0.0,0.0
1638,2013,8,31,6,26,0.0,0.0
1639,2013,9,1,6,21,0.0,0.0
1640,2013,9,2,6,46,0.0,0.0
6739,2011,8,19,6,152,0.0,0.0
1642,2013,9,3,6,46,0.0,0.0
1644,2013,9,4,6,40,0.0,0.0
1646,2013,9,5,6,30,0.0,0.0
206,2011,8,23,6,20,0.0,0.0
6736,2011,8,18,6,42,0.0,0.0
1673,2013,9,17,6,5,0.0,0.0
6722,2011,8,11,6,188,0.081000008,0.01736099542324794
1675,2013,9,18,6,3,0.0,0.0
1677,2013,9,19,6,4,0.0,0.0
11843,2020,9,22,6,37,0.0,0.0
6679,2011,7,19,6,219,0.458133161,0.08429368183398066
11842,2020,9,21,6,51,0.0,0.0
11841,2020,9,19,6,81,0.0,0.0
11840,2020,9,18,6,64,0.0,0.0
11839,2020,9,17,6,79,0.0,0.0
11838,2020,9,16,6,72,0.0,0.0
11837,2020,9,15,6,66,0.0,0.0
11836,2020,9,14,6,82,0.0,0.0
200,2011,8,19,6,71,0.0,0.0
11833,2020,9,11,6,8,0.0,0.0
199,2011,8,18,6,40,0.0,0.0
6668,2011,7,11,6,31,0.0,0.0
11831,2020,9,10,6,6,0.0,0.0
11826,2020,9,8,6,13,0.0,0.0
11825,2020,9,7,6,84,0.0,0.0
6660,2011,7,4,6,265,0.284222603,0.04321755055363228
11823,2020,9,6,6,12,0.0,0.0
11822,2020,9,5,6,118,0.0,0.0
6682,2011,7,21,6,212,0.422796309,0.08036051964741449
11596,2020,4,28,6,172,0.090000004,0.02108441190099576
11844,2020,9,23,6,45,0.0,0.0
11845,2020,9,24,6,28,0.0,0.0
1679,2013,9,20,6,5,0.0,0.0
6719,2011,8,9,6,188,0.086500004,0.018539827472053197
6717,2011,8,8,6,58,0.0,0.0
6715,2011,8,7,6,161,0.295000017,0.0738318201490444
6712,2011,8,6,6,32,2.94e-05,3.7020711584133436e-05
6709,2011,8,4,6,129,0.251632512,0.07860034510946996
6707,2011,8,3,6,203,0.089064851,0.01767900089758289
6705,2011,8,2,6,142,0.228416815,0.06481673300052783
11853,2020,9,28,6,55,0.0,0.0
6703,2011,8,1,6,167,0.273893952,0.06608659579864264
6701,2011,7,31,6,205,0.236227974,0.04643280009853352
6699,2011,7,30,6,205,0.205504149,0.04039374722799022
6695,2011,7,28,6,120,0.176906437,0.0594031943905095
11850,2020,9,27,6,21,0.0,0.0
11849,2020,9,26,6,31,0.0,0.0
6691,2011,7,25,6,225,0.439641207,0.07873417541876246
11847,2020,9,25,6,57,0.0,0.0
6688,2011,7,23,6,192,0.009630884,0.0020212141658970824
7808,2013,3,25,6,19,0.0,0.0
6684,2011,7,22,6,118,0.0,0.0
11595,2020,4,27,6,150,0.0,0.0
11665,2020,6,12,6,290,0.425000012,0.059052509003069194
11593,2020,4,25,6,64,0.0,0.0
189,2011,8,10,6,53,0.0,0.0
188,2011,8,9,6,100,0.0,0.0
6563,2011,5,14,6,6,0.0,0.0
7833,2013,4,5,6,105,0.0,0.0
7834,2013,4,6,6,43,0.0,0.0
7835,2013,4,7,6,71,0.0,0.0
7836,2013,4,8,6,14,0.0,0.0
7837,2013,4,9,6,36,0.0,0.0
7831,2013,4,4,6,97,0.0,0.0
7838,2013,4,10,6,9,0.0,0.0
7842,2013,4,12,6,31,0.0,0.0
187,2011,8,8,6,41,0.0,0.0
7843,2013,4,13,6,26,0.0,0.0
186,2011,8,7,6,99,0.0,0.0
7845,2013,4,14,6,62,0.0,0.0
7846,2013,4,15,6,100,4.97e-05,2.0026442075988373e-05
7847,2013,4,16,6,155,0.0,0.0
7848,2013,4,17,6,31,0.0,0.0
7841,2013,4,11,6,46,0.0,0.0
6569,2011,5,16,6,276,0.178754613,0.02609730049179292
6571,2011,5,17,6,278,0.189641282,0.02748751609794867
6573,2011,5,18,6,269,0.176054642,0.026371972281434855
6616,2011,6,9,6,51,0.0,0.0
6614,2011,6,8,6,187,0.007273708,0.0015673344014854177
193,2011,8,13,6,88,0.0,0.0
6606,2011,6,2,6,5,0.0,0.0
6604,2011,6,1,6,288,0.355116814,0.04968509882755237
7820,2013,3,28,6,69,0.0,0.0
6601,2011,5,31,6,56,0.0,0.0
192,2011,8,12,6,46,0.0,0.0
7822,2013,3,29,6,73,0.0,0.0
7824,2013,3,30,6,12,0.0,0.0
7825,2013,3,31,6,81,0.0,0.0
6589,2011,5,25,6,43,0.0,0.0
7826,2013,4,1,6,95,0.0,0.0
6586,2011,5,24,6,267,0.389879048,0.058839103319644384
7828,2013,4,2,6,98,0.0,0.0
11594,2020,4,26,6,201,0.127499998,0.025560040087646608
190,2011,8,11,6,99,0.0,0.0
7830,2013,4,3,6,69,0.0,0.0
6576,2011,5,20,6,95,0.013587095,0.0057630238483204746
7858,2013,4,18,6,46,0.0,0.0
194,2011,8,14,6,88,0.0,0.0
185,2011,8,6,6,49,0.0,0.0
7475,2012,10,16,6,6,0.0,0.0
179,2011,8,2,6,73,0.0,0.0
2144,2014,5,6,6,102,0.0,0.0
7905,2013,5,10,6,43,0.0,0.0
2146,2014,5,10,6,109,0.0,0.0
2147,2014,5,11,6,103,0.0,0.0
178,2011,8,1,6,112,0.0,0.0
177,2011,7,31,6,118,0.0,0.0
7907,2013,5,11,6,244,0.17055656,0.02816605427251901
2143,2014,5,5,6,73,0.0,0.0
176,2011,7,30,6,119,0.0,0.0
2155,2014,5,15,6,88,0.0,0.0
2156,2014,5,16,6,6,0.0,0.0
2157,2014,5,17,6,173,0.0055,0.0012810438517572027
2158,2014,5,18,6,163,0.0195,0.004820525860460595
2159,2014,5,19,6,66,0.0,0.0
2160,2014,5,20,6,155,0.0,0.0
2161,2014,5,21,6,137,0.085000001,0.025000331866901468
2162,2014,5,22,6,83,0.106000006,0.0514606428986793
2154,2014,5,14,6,55,0.0,0.0
180,2011,8,3,6,114,0.0,0.0
7903,2013,5,9,6,56,0.0,0.0
182,2011,8,4,6,71,0.0,0.0
7864,2013,4,20,6,184,0.018891655,0.00413713404970099
7866,2013,4,21,6,33,0.0,0.0
7868,2013,4,22,6,50,0.043708891,0.03522469109928328
7870,2013,4,23,6,89,0.0,0.0
7872,2013,4,24,6,197,0.00169379,0.00034645014578729575
7874,2013,4,25,6,197,0.079974815,0.016358159108308592
7876,2013,4,26,6,142,0.070888266,0.020115619816309913
7878,2013,4,27,6,188,0.123000003,0.02636299108936487
7880,2013,4,28,6,194,0.130415529,0.027087878169303258
7882,2013,4,29,6,190,0.034442663,0.007304500640816348
7884,2013,4,30,6,23,0.000328251,0.0005750765145556172
7886,2013,5,1,6,138,0.06449376,0.01883154796755454
7888,2013,5,2,6,191,0.013124408,0.002768813894820635
7890,2013,5,3,6,117,0.0,0.0
183,2011,8,5,6,38,0.0,0.0
7893,2013,5,4,6,114,0.005897108,0.00208440276356115
7896,2013,5,5,6,189,0.199188977,0.0424669339855629
7899,2013,5,7,6,223,0.289957345,0.052393409552831574
7901,2013,5,8,6,225,0.432192504,0.07740020699335902
7861,2013,4,19,6,12,0.0,0.0
7818,2013,3,27,6,68,0.0,0.0
6581,2011,5,22,6,259,0.292419672,0.04549401135140976
11570,2020,4,8,6,115,0.16172871,0.05666784433276741
11562,2020,3,29,6,74,0.161719054,0.08805963531226918
11563,2020,3,30,6,86,0.161720023,0.0757726983561136
6637,2011,6,20,6,29,0.0,0.0
11565,2020,3,31,6,82,0.161720976,0.07946939584669739
11566,2020,4,1,6,81,0.16172196,0.08045098900452861
11568,2020,4,4,6,106,0.161724836,0.0614777924225109
198,2011,8,17,6,27,0.0,0.0
6624,2011,6,13,6,276,0.487000048,0.0710996285851016
11571,2020,4,10,6,138,0.161730647,0.04722376919571957
11572,2020,4,11,6,118,0.161731616,0.055228128767179245
197,2011,8,16,6,83,0.0,0.0
11575,2020,4,12,6,100,0.161732569,0.06516957595330568
11577,2020,4,14,6,158,0.0,0.0
11578,2020,4,15,6,163,0.161735475,0.03998205332263477
7816,2013,3,26,6,65,0.0,0.0
11582,2020,4,16,6,165,0.0,0.0
11586,2020,4,18,6,169,0.0,0.0
11587,2020,4,19,6,139,0.0065,0.001884282290779561
11588,2020,4,20,6,114,0.052500002,0.018556748368143486
11589,2020,4,21,6,192,0.039500002,0.008289785610060624
11590,2020,4,22,6,47,0.061500005,0.05272598517939532
11591,2020,4,23,6,110,0.107500002,0.03937886525007562
11576,2020,4,13,6,157,0.0,0.0
6631,2011,6,16,6,292,0.301433444,0.04159642378952954
833,2012,7,21,6,128,0.0,0.0
196,2011,8,15,6,90,0.0,0.0
7473,2012,10,15,6,18,0.0,0.0
6626,2011,6,14,6,21,0.0,0.0
11550,2020,3,18,6,4,0.0,0.0
7347,2012,8,8,7,66,0.030713527,0.01875137703233964
9018,2015,10,15,7,176,0.0,0.0
7472,2012,10,14,7,7,0.0,0.0
7534,2012,11,23,7,42,0.0,0.0
9019,2015,10,16,7,184,0.0,0.0
9020,2015,10,17,7,181,0.0,0.0
8864,2015,3,24,7,106,0.011383709,0.0043273829561977055
7536,2012,11,24,7,41,0.0,0.0
5137,2020,3,23,7,126,0.161713272,0.05171571451928319
8859,2015,3,19,7,55,0.10548158,0.07727897391453205
9021,2015,10,18,7,166,0.0,0.0
5179,2020,4,30,7,322,0.63349998,0.07927534558037537
9022,2015,10,19,7,151,0.0,0.0
8866,2015,3,26,7,263,0.178552657,0.027356339121606597
7538,2012,11,25,7,19,0.0,0.0
7539,2012,11,26,7,15,0.0,0.0
7543,2012,11,28,7,31,0.0,0.0
7545,2012,11,29,7,13,0.0,0.0
8857,2015,3,17,7,119,0.174416557,0.05905928133259767
8865,2015,3,25,7,62,0.05804174,0.03772212449210026
9017,2015,10,14,7,186,0.017999999,0.0038994822412036583
9016,2015,10,13,7,189,0.006,0.001279195303630569
7507,2012,11,8,7,83,0.0,0.0
7551,2012,12,2,7,4,0.0,0.0
7359,2012,8,13,7,137,0.103202954,0.030354212579886512
7441,2012,9,29,7,216,0.411423922,0.07675085087011847
5172,2020,4,21,7,297,0.39350003,0.05338702624971842
8888,2015,4,25,7,78,0.119837977,0.06190807163220675
9008,2015,10,4,7,207,0.006,0.0011679609294018237
7508,2012,11,9,7,70,0.0,0.0
7394,2012,8,27,7,324,0.0,0.0
8862,2015,3,22,7,218,0.259000003,0.047873004612632816
7533,2012,11,22,7,19,0.0,0.0
8863,2015,3,23,7,200,0.00159188,0.0003207212536410902
9009,2015,10,5,7,48,0.0,0.0
9010,2015,10,6,7,119,0.0,0.0
9011,2015,10,7,7,197,0.166500002,0.034056140351805736
9012,2015,10,8,7,167,0.166999996,0.04029465109922156
9013,2015,10,10,7,203,0.059,0.011711253555652279
5124,2020,3,11,7,73,0.134751469,0.07438032271940803
5174,2020,4,24,7,31,0.005,0.006499137429735955
9014,2015,10,11,7,187,0.037500001,0.008080478570632415
5136,2020,3,21,7,118,0.161711335,0.05522120320922572
7492,2012,10,29,7,124,0.0,0.0
9023,2015,10,20,7,83,0.0,0.0
7505,2012,11,7,7,88,0.0,0.0
7523,2012,11,17,7,56,0.0,0.0
7529,2012,11,20,7,14,0.0,0.0
7525,2012,11,18,7,51,0.0,0.0
5143,2020,3,30,7,182,0.0,0.0
7494,2012,10,31,7,123,0.0,0.0
5144,2020,3,31,7,174,0.0055,0.0012736815307700924
7439,2012,9,28,7,237,0.247000009,0.04199484988417515
7495,2012,11,1,7,66,0.0,0.0
7499,2012,11,4,7,17,0.0,0.0
9025,2015,10,21,7,120,0.0,0.0
7302,2012,7,16,7,422,0.0,0.0
8877,2015,4,9,7,234,0.107621342,0.0185323270538026
8867,2015,3,27,7,277,0.297653615,0.04329909332897053
8868,2015,3,28,7,273,0.44645685,0.065896789130042
7468,2012,10,13,7,11,0.0,0.0
8871,2015,3,30,7,275,0.388972551,0.05699459492775514
8872,2015,3,31,7,281,0.283500016,0.04065314770448869
8873,2015,4,1,7,275,0.453064501,0.06638573247457893
8874,2015,4,2,7,69,0.009651822,0.005636475496770484
7497,2012,11,3,7,21,0.0,0.0
7496,2012,11,2,7,61,0.0,0.0
7437,2012,9,27,7,179,0.268357813,0.06040997041110821
5142,2020,3,29,7,164,0.161719054,0.039734225689682434
5126,2020,3,13,7,97,0.161703616,0.06717310251824071
5354,2020,8,6,7,180,0.194499999,0.04354060992346631
5176,2020,4,28,7,267,0.555999994,0.08390946182029166
5178,2020,4,29,7,62,0.086999997,0.056542493688961575
5270,2020,6,22,7,57,0.0,0.0
7384,2012,8,26,7,72,0.003947169,0.0022090250207533243
7263,2012,6,24,7,34,0.023000002,0.02725814935498974
5146,2020,4,2,7,85,0.0,0.0
5122,2020,3,10,7,74,0.134750664,0.07337474488272804
8924,2015,6,12,7,170,0.24119091,0.05716884587962983
7435,2012,9,26,7,151,0.305999994,0.08165671052931882
5230,2020,6,5,7,13,0.0,0.0
7476,2012,10,16,7,110,0.01010993,0.003703419197682406
5140,2020,3,25,7,139,0.161715209,0.046879554533602374
7502,2012,11,6,7,27,0.0,0.0
8913,2015,5,25,7,20,0.025848312,0.05207743692455484
7501,2012,11,5,7,42,0.0,0.0
7479,2012,10,18,7,3,0.001143275,0.015355956112961509
5175,2020,4,26,7,301,0.62349999,0.08346749222320186
5145,2020,4,1,7,160,0.018000001,0.004533148609082404
8876,2015,4,7,7,27,0.041270401,0.061591720327842055
5132,2020,3,18,7,7,0.0,0.0
7493,2012,10,30,7,121,0.0,0.0
5323,2020,7,19,7,52,0.0,0.0
7478,2012,10,17,7,47,0.00760321,0.006518483011112443
9007,2015,10,3,7,229,0.061000004,0.010733510642378805
5135,2020,3,20,7,123,0.161710382,0.05297612664947331
7466,2012,10,12,7,194,0.032090575,0.006665353372012079
8944,2015,7,16,7,160,0.341058016,0.08589258805301202
8999,2015,9,22,7,156,0.284000009,0.07335693300596755
9000,2015,9,25,7,203,0.270000011,0.05359387438728651
9001,2015,9,26,7,231,0.194000006,0.0338405313517503
8860,2015,3,20,7,207,0.121652663,0.023680926223614472
7456,2012,10,7,7,154,0.117450498,0.03073134384218281
7527,2012,11,19,7,7,0.0,0.0
5129,2020,3,15,7,97,0.161705554,0.06717390758046443
5161,2020,4,14,7,261,0.329999983,0.05094725860624781
8998,2015,9,21,7,260,0.282999992,0.04385917773791342
5193,2020,5,14,7,44,0.059500001,0.05448935995736922
5170,2020,4,18,7,268,0.378000021,0.05683350494968984
5160,2020,4,13,7,261,0.287500024,0.04438587523209191
7553,2012,12,3,7,7,0.0,0.0
9002,2015,9,27,7,229,0.219000012,0.038535062382669454
7485,2012,10,23,7,10,0.0,0.0
5158,2020,4,12,7,206,0.008,0.001564840856868463
7460,2012,10,9,7,111,0.04033611,0.014642608270989817
7483,2012,10,22,7,13,0.0,0.0
5156,2020,4,11,7,196,0.205500007,0.04224771061882217
7458,2012,10,8,7,207,0.061936066,0.012056484201475448
7420,2012,9,17,7,152,0.289542735,0.07675673529334892
8997,2015,9,20,7,270,0.357500017,0.053353106659329005
7454,2012,10,6,7,219,0.087351635,0.016072163194421125
7426,2012,9,21,7,73,0.100076154,0.05524018911465208
7474,2012,10,15,7,175,0.030321175,0.006981606838900911
5198,2020,5,17,7,125,0.0,0.0
7452,2012,10,5,7,120,0.074223131,0.02492329365643858
5165,2020,4,16,7,267,0.471500039,0.07115704127280355
8955,2015,7,28,7,376,0.007564502,0.0008106621705589826
7521,2012,11,16,7,62,0.0,0.0
7520,2012,11,15,7,40,0.0,0.0
7518,2012,11,14,7,25,0.0,0.0
7422,2012,9,18,7,279,0.369538486,0.05337069791312347
7428,2012,9,22,7,271,0.209811509,0.03119661163931347
8984,2015,8,29,7,72,0.005571199,0.0031179100734212034
8985,2015,8,30,7,292,0.317341447,0.04379165476872078
8986,2015,9,7,7,185,0.252816677,0.05506572992315364
8987,2015,9,8,7,33,0.0,0.0
8988,2015,9,9,7,299,0.168633342,0.022725825559667952
8989,2015,9,11,7,303,0.663550019,0.08824263083467461
8990,2015,9,13,7,290,0.557000041,0.07739352707562373
8993,2015,9,18,7,256,0.0,0.0
8996,2015,9,19,7,275,0.356999993,0.052309783654236365
8983,2015,8,28,7,97,0.128744826,0.05348173163666955
5155,2020,4,10,7,240,0.414000034,0.06950828051943508
8858,2015,3,18,7,25,0.004534635,0.0073088615825552955
7462,2012,10,10,7,202,0.054953083,0.01096195722450028
7409,2012,9,9,7,304,0.677000046,0.08973513585897266
7549,2012,12,1,7,7,0.0,0.0
7482,2012,10,21,7,145,0.0,0.0
7547,2012,11,30,7,23,0.0,0.0
7445,2012,10,1,7,122,0.026104759,0.008621985091221694
8934,2015,6,24,7,43,0.009340105,0.00875247165627015
7481,2012,10,20,7,38,0.0,0.0
8952,2015,7,25,7,145,0.168441445,0.046808892548231194
7490,2012,10,27,7,135,0.0,0.0
9005,2015,10,1,7,230,0.193500012,0.03390006807821761
7491,2012,10,28,7,127,0.0,0.0
5131,2020,3,17,7,94,0.161707476,0.06931857959176933
8953,2015,7,26,7,68,0.067557834,0.04003263845958805
5147,2020,4,3,7,33,0.0,0.0
9006,2015,10,2,7,233,0.112000003,0.019369103657049802
7401,2012,9,2,7,287,0.546500027,0.07672832209452943
7443,2012,9,30,7,228,0.190251827,0.03362338234023846
7480,2012,10,19,7,108,0.020988315,0.007830711577243049
5225,2020,6,3,7,16,0.0,0.0
7449,2012,10,3,7,219,0.207889825,0.038250448247015054
7225,2012,5,31,7,129,0.0,0.0
5149,2020,4,4,7,155,0.0,0.0
7411,2012,9,10,7,303,0.623000026,0.08285006364276916
7432,2012,9,24,7,255,0.153161928,0.02420237881673335
7541,2012,11,27,7,34,0.0,0.0
5154,2020,4,9,7,117,0.223500013,0.07697312188218453
7487,2012,10,24,7,73,0.0,0.0
7509,2012,11,10,7,20,0.0,0.0
7488,2012,10,25,7,27,0.0,0.0
5153,2020,4,8,7,208,0.257000029,0.049787147832145114
7366,2012,8,16,7,52,0.0,0.0
7430,2012,9,23,7,270,0.17750001,0.026490004238410886
7489,2012,10,26,7,141,0.0,0.0
5152,2020,4,7,7,196,0.178499997,0.036696914656147064
9003,2015,9,28,7,228,0.283500016,0.05010322151298826
5340,2020,7,28,7,315,0.624000013,0.0798217886095014
9004,2015,9,30,7,240,0.098499998,0.016537596448960183
7531,2012,11,21,7,45,0.0,0.0
7464,2012,10,11,7,190,0.069051564,0.014644256557263622
5151,2020,4,6,7,95,0.0,0.0
5150,2020,4,5,7,198,0.0,0.0
8861,2015,3,21,7,221,0.236189187,0.04306407742773642
8941,2015,7,11,7,60,0.023419429,0.015727962385017513
7447,2012,10,2,7,212,0.302024573,0.05740554284869236
5183,2020,5,5,7,30,0.021500001,0.028877835322615165
7277,2012,6,30,7,344,0.688500047,0.08064787744233291
7510,2012,11,11,7,13,0.0,0.0
6807,2011,10,3,7,218,0.226500005,0.04186577474335534
5361,2020,8,11,7,283,0.595500052,0.08478963745459372
8182,2013,10,16,7,33,0.0,0.0
8180,2013,10,15,7,90,0.0,0.0
8178,2013,10,14,7,185,0.011500001,0.00250480291370176
8176,2013,10,13,7,192,0.018000001,0.0037776238409020038
8173,2013,10,12,7,179,0.0,0.0
6767,2011,9,8,7,304,0.302000016,0.040029557789973795
8171,2013,10,11,7,187,0.046500005,0.010019794237786823
8184,2013,10,17,7,73,0.0,0.0
8169,2013,10,10,7,198,0.181000009,0.03683501205202806
8165,2013,10,8,7,204,0.039500002,0.007802151162409998
8163,2013,10,7,7,205,0.044,0.008648608247960822
8161,2013,10,6,7,210,0.068000004,0.013047792864548985
8159,2013,10,5,7,69,0.0,0.0
8154,2013,10,4,7,6,0.0,0.0
8152,2013,10,3,7,138,0.0065,0.0018979365102779638
8150,2013,10,2,7,77,0.149499997,0.0782344202953026
8167,2013,10,9,7,201,0.043500002,0.008720484802930802
6759,2011,9,2,7,279,0.133000016,0.019208564047579573
8186,2013,10,18,7,47,0.0,0.0
8188,2013,10,20,7,68,0.0,0.0
8212,2013,11,5,7,14,0.0,0.0
8211,2013,11,4,7,47,0.0,0.0
8210,2013,11,3,7,106,0.0,0.0
8208,2013,11,2,7,37,0.0,0.0
8207,2013,11,1,7,19,0.0,0.0
8205,2013,10,31,7,27,0.0,0.0
8200,2013,10,30,7,12,0.0,0.0
8187,2013,10,19,7,108,0.0,0.0
8199,2013,10,29,7,15,0.0,0.0
8197,2013,10,27,7,135,0.0,0.0
8196,2013,10,26,7,139,0.0,0.0
8195,2013,10,25,7,143,0.0,0.0
8194,2013,10,24,7,97,0.0,0.0
8193,2013,10,23,7,151,0.0,0.0
8190,2013,10,22,7,31,0.0,0.0
8189,2013,10,21,7,161,0.0,0.0
8198,2013,10,28,7,79,0.0,0.0
8214,2013,11,6,7,23,0.0,0.0
7797,2013,3,24,7,49,0.0,0.0
8148,2013,10,1,7,221,0.159999996,0.029172598050314295
6627,2011,6,14,7,72,0.0,0.0
8061,2013,8,5,7,29,0.0,0.0
7819,2013,3,27,7,269,0.2755,0.0412683146607137
6617,2011,6,9,7,42,0.04164432,0.03995341392516643
6610,2011,6,5,7,30,0.0,0.0
7821,2013,3,28,7,263,0.422500014,0.06473190517611582
7823,2013,3,29,7,266,0.5178684,0.07844859771852752
7817,2013,3,26,7,265,0.050048817,0.007610187423577253
7827,2013,4,1,7,301,0.524000049,0.07014750716333595
7832,2013,4,4,7,293,0.327668518,0.045062419540120954
6564,2011,5,14,7,95,0.070355535,0.029841597932916925
5995,2021,2,18,7,8,0.0,0.0
7844,2013,4,13,7,351,0.569975734,0.065432974036068
7849,2013,4,17,7,19,0.0,0.0
7859,2013,4,18,7,122,0.113045543,0.03733713789026211
7862,2013,4,19,7,24,0.03405131,0.05717023703274008
7829,2013,4,2,7,301,0.381588548,0.051082982635898506
6754,2011,8,30,7,128,0.162,0.05099791901895932
6635,2011,6,19,7,254,0.317181349,0.05031776417031601
6669,2011,7,11,7,102,0.013105744,0.005177366612986393
6746,2011,8,23,7,156,0.0,0.0
