,Year,Month,Day,Hour,GHI,Energy,conversion_efficiency
6420,2021,10,6,8,273,0.320500016,0.04730562868623718
6421,2021,10,8,8,23,0.0,0.0
416,2011,12,18,8,55,0.0,0.0
415,2011,12,17,8,55,0.0,0.0
6371,2021,9,3,8,42,0.079500005,0.07627202477595507
351,2011,11,11,8,157,0.0,0.0
6470,2021,11,7,8,123,0.021000002,0.006879575397893702
6473,2021,11,9,8,52,0.0,0.0
2572,2015,8,29,8,81,0.082405284,0.04099373144500015
6516,2021,12,7,8,32,0.0,0.0
2582,2015,9,8,8,214,0.00825,0.0015534153249111874
6518,2021,12,8,8,72,0.0,0.0
6519,2021,12,9,8,13,0.0,0.0
2593,2015,9,18,8,101,0.136000007,0.054258148146692296
6521,2021,12,10,8,50,0.0,0.0
6522,2021,12,11,8,63,0.0,0.0
6523,2021,12,12,8,58,0.0,0.0
6524,2021,12,13,8,64,0.0,0.0
6525,2021,12,14,8,25,0.0,0.0
6526,2021,12,15,8,53,0.0,0.0
2604,2015,9,29,8,14,0.0,0.0
6528,2021,12,16,8,59,0.0,0.0
6529,2021,12,17,8,60,0.0,0.0
2605,2015,10,4,8,74,0.0,0.0
6531,2021,12,18,8,56,0.0,0.0
2606,2015,10,12,8,284,0.262500018,0.037244179197883816
6533,2021,12,19,8,56,0.0,0.0
6514,2021,12,5,8,17,0.0,0.0
6513,2021,12,4,8,58,0.0,0.0
6512,2021,12,3,8,77,0.0,0.0
6511,2021,12,1,8,86,0.0,0.0
6475,2021,11,10,8,86,0.0,0.0
6477,2021,11,11,8,44,0.0,0.0
6480,2021,11,12,8,60,0.0,0.0
6483,2021,11,13,8,67,0.0,0.0
6485,2021,11,14,8,16,0.0,0.0
6487,2021,11,15,8,31,0.0,0.0
6489,2021,11,16,8,62,0.0,0.0
6491,2021,11,17,8,65,0.0,0.0
6493,2021,11,18,8,135,0.0,0.0
6471,2021,11,8,8,161,0.011,0.002753050762161442
411,2011,12,15,8,10,0.0,0.0
6499,2021,11,21,8,116,0.0,0.0
6501,2021,11,22,8,119,0.0,0.0
6503,2021,11,23,8,75,0.0,0.0
6504,2021,11,24,8,10,0.0,0.0
6506,2021,11,25,8,27,0.0,0.0
6507,2021,11,27,8,16,0.0,0.0
2552,2015,7,28,8,414,0.127448529,0.012404575198477942
6509,2021,11,28,8,102,0.0,0.0
6510,2021,11,29,8,29,0.0,0.0
6497,2021,11,20,8,36,0.0,0.0
2426,2015,3,6,8,240,0.285495341,0.04793306429829853
349,2011,11,10,8,158,0.045588084,0.011626303690259179
2959,2016,11,10,8,162,0.0,0.0
7024,2012,2,11,8,221,0.117890246,0.021494780291186212
7026,2012,2,12,8,223,0.137869418,0.024912108648548047
7028,2012,2,13,8,52,0.0,0.0
2864,2016,7,7,8,288,0.066,0.00923419109808317
164,2011,7,22,8,109,0.0,0.0
94,2011,6,20,8,47,0.0,0.0
7036,2012,2,14,8,213,0.0,0.0
2792,2016,4,19,8,207,0.085606411,0.016664157225719085
7041,2012,2,15,8,213,0.311568141,0.058941454628804554
7043,2012,2,16,8,229,0.472000003,0.08305273316708846
7046,2012,2,18,8,249,0.499500036,0.08083204882231627
7048,2012,2,19,8,248,0.457500041,0.07433389101422085
82,2011,6,14,8,139,0.0,0.0
2775,2016,4,1,8,205,0.0185,0.0036363466497108003
2774,2016,3,31,8,12,0.0,0.0
2769,2016,3,27,8,78,0.0,0.0
7051,2012,2,21,8,19,0.0,0.0
7053,2012,2,22,8,179,0.054888412,0.01235591879276761
7055,2012,2,23,8,7,0.006652117,0.03829210571520481
7022,2012,2,10,8,44,0.0,0.0
7057,2012,2,24,8,90,0.0,0.0
7020,2012,2,9,8,206,0.074697956,0.01461130168417034
7016,2012,2,7,8,73,0.001628907,0.0008991265864411672
6985,2012,1,20,8,48,0.0,0.0
208,2011,8,23,8,364,0.0,0.0
6987,2012,1,21,8,69,0.0,0.0
6989,2012,1,22,8,128,0.0,0.0
6991,2012,1,23,8,27,0.0,0.0
6992,2012,1,24,8,79,0.0,0.0
6993,2012,1,25,8,68,0.0,0.0
6994,2012,1,26,8,55,0.0,0.0
6995,2012,1,27,8,99,0.005993643,0.002439512720030347
6996,2012,1,28,8,164,0.0,0.0
6998,2012,1,29,8,161,0.002072358,0.000518664251942851
7000,2012,1,30,8,91,0.0,0.0
7002,2012,1,31,8,149,0.099478349,0.02690231852947829
7004,2012,2,1,8,51,0.0,0.0
7006,2012,2,2,8,85,0.018643253,0.008837922270386942
7008,2012,2,3,8,19,0.0,0.0
7010,2012,2,4,8,55,0.0,0.0
7012,2012,2,5,8,58,0.000583241,0.0004051981580115706
7014,2012,2,6,8,37,0.0,0.0
7018,2012,2,8,8,71,0.015992802,0.009076399889073907
2767,2016,3,24,8,138,0.0,0.0
2766,2016,3,23,8,81,0.114000008,0.056710995774007275
2765,2016,3,22,8,173,0.305500031,0.07115617025894269
2749,2016,2,25,8,62,0.0,0.0
3,2011,5,14,8,194,0.071505882,0.014852085751264905
2748,2016,2,24,8,76,0.0,0.0
7367,2012,8,16,8,335,0.375413597,0.045155702302525254
2747,2016,2,23,8,112,0.0,0.0
2746,2016,2,22,8,101,0.0,0.0
2745,2016,2,21,8,98,0.0,0.0
2744,2016,2,20,8,158,0.0,0.0
2743,2016,2,19,8,157,0.0,0.0
2742,2016,2,18,8,70,0.0,0.0
7415,2012,9,13,8,58,0.010296406,0.007153277539369288
7469,2012,10,13,8,66,0.0,0.0
7484,2012,10,22,8,140,0.0,0.0
7486,2012,10,23,8,74,0.090326801,0.04918495970786418
7498,2012,11,3,8,101,0.090320505,0.036033993299530206
7500,2012,11,4,8,74,0.0097657,0.00531764167114796
7503,2012,11,6,8,10,0.0,0.0
7506,2012,11,7,8,253,0.187413022,0.02984878463960788
7511,2012,11,11,8,55,0.016084922,0.011784297008589394
2750,2016,2,27,8,196,0.0,0.0
7303,2012,7,16,8,603,0.0,0.0
2751,2016,2,28,8,94,0.006,0.002571999067938059
2752,2016,2,29,8,129,0.063000008,0.019678786065209924
2764,2016,3,18,8,237,0.410000026,0.06970805229556856
67,2011,6,9,8,98,0.0,0.0
57,2011,6,5,8,130,0.173799068,0.05387056133977348
2763,2016,3,15,8,263,0.011500001,0.0017619336084974358
7072,2012,3,3,8,99,0.011391326,0.00463645977496698
2762,2016,3,13,8,47,0.0,0.0
7076,2012,3,5,8,343,0.00199298,0.00023412955006190674
2761,2016,3,10,8,177,0.213,0.04849017451813165
2760,2016,3,8,8,62,0.124500006,0.0809142648996951
6984,2012,1,19,8,55,0.0,0.0
2759,2016,3,7,8,63,0.0,0.0
7103,2012,3,19,8,255,0.128809661,0.020354276362837407
7138,2012,4,13,8,58,0.111943394,0.07777103641610159
2758,2016,3,5,8,64,0.0,0.0
7176,2012,5,2,8,82,0.0,0.0
7181,2012,5,4,8,271,0.478500038,0.07114757396307911
2757,2016,3,4,8,129,0.141499996,0.04419917136378872
2754,2016,3,2,8,161,0.097000003,0.02427690292625565
7264,2012,6,24,8,302,0.15200001,0.020280753366654587
7271,2012,6,29,8,187,0.0,0.0
7088,2012,3,12,8,87,0.012490041,0.0057848489237313505
261,2011,9,18,8,28,0.058499999,0.0841870394810921
276,2011,9,28,8,182,0.296500027,0.06564486497274293
2896,2016,8,12,8,295,0.657500029,0.08980927085038486
2948,2016,10,30,8,192,0.10800001,0.02266574388488394
6940,2011,12,12,8,46,0.0,0.0
6941,2011,12,13,8,35,0.0,0.0
332,2011,11,3,8,11,0.0,0.0
330,2011,11,2,8,53,0.0,0.0
328,2011,11,1,8,192,0.145000011,0.03043085933632186
326,2011,10,31,8,196,0.249000013,0.051190657591106345
324,2011,10,30,8,66,0.0,0.0
2947,2016,10,29,8,189,0.105000004,0.022385918666331824
2946,2016,10,28,8,112,0.17050001,0.06134141589214642
6942,2011,12,14,8,5,0.0,0.0
322,2011,10,29,8,218,0.209500015,0.03872353308212759
6945,2011,12,15,8,16,0.0,0.0
2945,2016,10,27,8,32,0.0,0.0
320,2011,10,28,8,219,0.162500009,0.02989900147539198
6947,2011,12,16,8,137,0.0,0.0
6948,2011,12,17,8,31,0.0,0.0
6949,2011,12,18,8,123,0.0,0.0
6950,2011,12,19,8,118,0.0,0.0
6939,2011,12,11,8,140,0.0,0.0
6938,2011,12,10,8,146,0.0,0.0
2949,2016,10,31,8,107,0.0,0.0
6936,2011,12,9,8,155,0.0,0.0
2958,2016,11,9,8,168,0.0515,0.012352229650682682
6920,2011,12,4,8,82,0.0,0.0
6922,2011,12,5,8,82,0.0,0.0
6924,2011,12,6,8,100,0.0,0.0
2957,2016,11,8,8,120,0.0,0.0
2956,2016,11,7,8,170,0.054500002,0.012917991871159313
346,2011,11,9,8,41,0.0,0.0
2955,2016,11,6,8,107,0.098500006,0.037093677290725796
343,2011,11,8,8,11,0.0,0.0
6951,2011,12,20,8,20,0.0,0.0
341,2011,11,7,8,127,0.078500003,0.024906537857767287
337,2011,11,5,8,172,0.195000008,0.04568289229597667
335,2011,11,4,8,147,0.124000013,0.03399005020279918
2954,2016,11,5,8,96,0.054500006,0.02287561228412179
2953,2016,11,4,8,183,0.075500004,0.016624297224251412
2952,2016,11,3,8,186,0.0,0.0
2951,2016,11,2,8,74,0.019000001,0.0103459247232101
6931,2011,12,7,8,82,0.0,0.0
2950,2016,11,1,8,106,0.228000015,0.0866715214631559
6934,2011,12,8,8,49,0.0,0.0
339,2011,11,6,8,115,0.0,0.0
6917,2011,12,3,8,15,0.0,0.0
2944,2016,10,25,8,87,0.0,0.0
6954,2011,12,22,8,53,0.0,0.0
6977,2012,1,12,8,42,0.0,0.0
2940,2016,10,15,8,47,0.0,0.0
2939,2016,10,5,8,98,0.0,0.0
6978,2012,1,13,8,58,0.0,0.0
6979,2012,1,14,8,46,0.0,0.0
2936,2016,9,24,8,315,0.446500003,0.057116070690863496
313,2011,10,25,8,190,0.0,0.0
2934,2016,9,23,8,67,0.0,0.0
6980,2012,1,15,8,123,0.0,0.0
6981,2012,1,16,8,20,0.0,0.0
2933,2016,9,22,8,73,0.09300001,0.05133428828674345
307,2011,10,24,8,232,0.333000004,0.057836721114704566
305,2011,10,23,8,222,0.415000021,0.07532559213017255
300,2011,10,19,8,71,0.0085,0.004824007641508237
2919,2016,9,9,8,237,0.4745,0.08067431394320762
2902,2016,8,20,8,183,0.395500004,0.08708489099800079
6982,2012,1,17,8,117,0.0,0.0
6983,2012,1,18,8,138,0.0,0.0
296,2011,10,16,8,159,0.049501896,0.012545041986454581
6976,2012,1,11,8,117,0.0,0.0
2941,2016,10,17,8,235,0.37650001,0.06455717831991131
6975,2012,1,10,8,116,0.0,0.0
6974,2012,1,9,8,116,0.0,0.0
6955,2011,12,23,8,125,0.0,0.0
6956,2011,12,24,8,119,0.0,0.0
6957,2011,12,25,8,120,0.0,0.0
6958,2011,12,26,8,121,0.0,0.0
6959,2011,12,27,8,30,0.0,0.0
6961,2011,12,28,8,66,0.0,0.0
2943,2016,10,23,8,223,0.461500019,0.08339005692063622
2942,2016,10,22,8,236,0.509000063,0.0869066967767958
6962,2011,12,29,8,112,0.0,0.0
6953,2011,12,21,8,60,0.0,0.0
6963,2011,12,30,8,11,0.0,0.0
6965,2011,12,31,8,65,0.0,0.0
6966,2012,1,1,8,120,0.0,0.0
6967,2012,1,2,8,57,0.0,0.0
6968,2012,1,3,8,117,0.0,0.0
6969,2012,1,4,8,112,0.0,0.0
6970,2012,1,5,8,61,0.0,0.0
6971,2012,1,6,8,71,0.0,0.0
6972,2012,1,7,8,119,0.0,0.0
6973,2012,1,8,8,57,0.0,0.0
318,2011,10,27,8,224,0.330500007,0.05945260173810049
6130,2021,4,5,8,174,0.104500003,0.02419994977936713
4649,2019,6,23,8,57,0.006000001,0.004241543029488239
6066,2021,3,2,8,220,0.077500001,0.014194707160376265
507,2012,2,6,8,97,0.0,0.0
464,2012,1,14,8,29,0.0,0.0
430,2011,12,26,8,50,0.0,0.0
3049,2017,2,17,8,149,0.0,0.0
462,2012,1,13,8,25,0.0,0.0
6048,2021,2,23,8,187,0.0,0.0
432,2011,12,27,8,9,0.0,0.0
460,2012,1,12,8,17,0.0,0.0
509,2012,2,7,8,23,0.0,0.0
555,2012,3,1,8,198,0.008809795,0.0017928667893099203
3097,2017,3,16,8,300,0.585500002,0.07864172954757932
434,2011,12,28,8,19,0.0,0.0
435,2011,12,29,8,44,0.0,0.0
3095,2017,3,15,8,320,0.065500006,0.008247812349949011
510,2012,2,8,8,35,0.0,0.0
2412,2015,2,17,8,104,0.006161442,0.0023872419385072346
511,2012,2,9,8,116,0.0,0.0
550,2012,2,28,8,22,0.035649318,0.06529440296099229
6039,2021,2,22,8,176,0.0,0.0
5996,2021,2,18,8,160,0.0,0.0
512,2012,2,10,8,109,0.0,0.0
548,2012,2,27,8,199,0.111393735,0.02255563715565249
553,2012,2,29,8,206,0.081072107,0.015858118173251463
506,2012,2,5,8,98,0.0,0.0
3103,2017,3,22,8,342,0.0,0.0
5868,2021,2,2,8,92,0.162018418,0.07096169327530995
6077,2021,3,8,8,235,0.213500023,0.03660812401071694
6075,2021,3,7,8,217,0.430500031,0.07993939614213111
2417,2015,2,24,8,28,0.045098417,0.06490089363101965
468,2012,1,16,8,18,0.0,0.0
2416,2015,2,23,8,198,0.017430723,0.003547297568259032
466,2012,1,15,8,50,0.0,0.0
428,2011,12,25,8,51,0.0,0.0
6073,2021,3,6,8,233,0.424000025,0.07332589477534841
6070,2021,3,4,8,226,0.112000003,0.019969031646427448
6068,2021,3,3,8,227,0.111500002,0.019792307426280922
527,2012,2,16,8,139,0.0,0.0
6064,2021,3,1,8,215,0.066,0.012369521098827687
5985,2021,2,17,8,89,0.0,0.0
6062,2021,2,28,8,191,0.0,0.0
6060,2021,2,27,8,203,0.060500003,0.012008997885605483
6059,2021,2,26,8,199,0.0,0.0
2415,2015,2,22,8,11,0.009980503,0.03656008143748458
504,2012,2,4,8,12,0.0,0.0
567,2012,3,5,8,245,0.0,0.0
6055,2021,2,24,8,189,0.0,0.0
564,2012,3,4,8,243,0.165197611,0.027393334391394946
2413,2015,2,19,8,175,0.014527714,0.0033450810338318524
562,2012,3,3,8,108,0.0,0.0
546,2012,2,26,8,187,0.199654698,0.043021479085162864
571,2012,3,6,8,226,0.485000014,0.08647303900593427
437,2011,12,30,8,5,0.0,0.0
439,2011,12,31,8,16,0.0,0.0
3062,2017,2,25,8,204,0.0,0.0
450,2012,1,7,8,47,0.0,0.0
536,2012,2,23,8,29,0.0,0.0
534,2012,2,22,8,63,0.0,0.0
3075,2017,3,8,8,261,0.31250003,0.04824551716073937
532,2012,2,21,8,5,0.0,0.0
452,2012,1,8,8,25,0.0,0.0
3064,2017,2,26,8,195,0.0,0.0
3066,2017,2,27,8,191,0.0405,0.008544153971762818
531,2012,2,20,8,110,0.0,0.0
449,2012,1,6,8,22,0.0,0.0
3074,2017,3,7,8,258,0.428499997,0.06692348173913006
530,2012,2,19,8,155,0.00029563,7.685359993411362e-05
529,2012,2,18,8,155,0.0,0.0
3068,2017,2,28,8,80,0.0,0.0
3072,2017,3,4,8,219,0.210000008,0.038638708930928904
3071,2017,3,3,8,229,0.293500006,0.05164402018628135
6007,2021,2,19,8,126,0.0,0.0
3070,2017,3,2,8,127,0.198500007,0.06298022611683941
454,2012,1,9,8,46,0.0,0.0
528,2012,2,17,8,43,0.0,0.0
3069,2017,3,1,8,42,0.0,0.0
3073,2017,3,6,8,36,0.0,0.0
448,2012,1,5,8,18,0.0,0.0
6018,2021,2,20,8,160,0.0,0.0
522,2012,2,14,8,124,0.0,0.0
3090,2017,3,14,8,307,0.120484725,0.015813974178975402
440,2012,1,1,8,48,0.0,0.0
3050,2017,2,18,8,113,0.0,0.0
3051,2017,2,19,8,153,0.0,0.0
3052,2017,2,20,8,36,0.0,0.0
5916,2021,2,9,8,93,0.162025154,0.07020158286134215
513,2012,2,11,8,129,0.0,0.0
5884,2021,2,5,8,75,0.162021339,0.08704791309342925
514,2012,2,12,8,131,0.0,0.0
515,2012,2,13,8,39,0.0,0.0
458,2012,1,11,8,46,0.0,0.0
3053,2017,2,21,8,116,0.000416667,0.00014473665337674056
3055,2017,2,22,8,169,0.0,0.0
3057,2017,2,23,8,59,0.0,0.0
3079,2017,3,13,8,90,0.133871198,0.0599365927205493
6029,2021,2,21,8,42,0.0,0.0
442,2012,1,2,8,18,0.0,0.0
3077,2017,3,10,8,273,0.300999999,0.044427436743877606
444,2012,1,3,8,47,0.0,0.0
3059,2017,2,24,8,158,0.0,0.0
456,2012,1,10,8,46,0.0,0.0
446,2012,1,4,8,43,0.0,0.0
538,2012,2,24,8,80,0.0,0.0
544,2012,2,25,8,199,0.032751657,0.006631741825861088
6078,2021,3,9,8,232,0.246000022,0.04272622971687769
526,2012,2,15,8,127,0.0,0.0
6085,2021,3,14,8,42,0.018000001,0.01726913755840916
875,2012,8,16,8,178,0.006895427,0.0015609484932596282
859,2012,8,8,8,283,0.394478023,0.056167331038242944
6097,2021,3,18,8,36,0.0,0.0
823,2012,7,16,8,515,0.0,0.0
2425,2015,3,5,8,257,0.203502193,0.03190680957692541
6082,2021,3,12,8,259,0.479000002,0.07452176995914728
476,2012,1,20,8,20,0.0,0.0
892,2012,8,26,8,79,0.160133421,0.08167747446925502
783,2012,6,29,8,36,0.001,0.0011192958906767478
721,2012,5,31,8,171,0.295000017,0.06951416984793068
2424,2015,3,4,8,137,0.203248739,0.05977983372646359
669,2012,5,4,8,113,0.0,0.0
3127,2017,3,24,8,228,0.0,0.0
5940,2021,2,12,8,73,0.162028074,0.08943650502039519
665,2012,5,2,8,60,0.0,0.0
496,2012,1,30,8,20,0.0,0.0
772,2012,6,24,8,103,0.0,0.0
495,2012,1,29,8,78,0.0,0.0
493,2012,1,28,8,80,0.0,0.0
3139,2017,3,25,8,24,0.0,0.0
482,2012,1,22,8,55,0.0,0.0
479,2012,1,21,8,61,0.0,0.0
486,2012,1,23,8,19,0.0,0.0
6108,2021,3,25,8,78,0.007,0.0036161867237248777
424,2011,12,23,8,54,0.0,0.0
488,2012,1,24,8,71,0.0,0.0
985,2012,10,20,8,133,0.114436388,0.034670484495958165
978,2012,10,14,8,61,0.0,0.0
5950,2021,2,13,8,89,0.162029088,0.07335849129512406
490,2012,1,25,8,31,0.0,0.0
491,2012,1,26,8,20,0.0,0.0
6105,2021,3,24,8,36,0.028000001,0.03134028605824483
974,2012,10,13,8,47,0.0,0.0
492,2012,1,27,8,30,0.0,0.0
5966,2021,2,15,8,88,0.162030965,0.07419296998099961
965,2012,10,5,8,218,0.391201913,0.07230892188645952
935,2012,9,13,8,33,0.0,0.0
632,2012,4,13,8,37,0.060034372,0.06538011166601437
474,2012,1,19,8,26,0.0,0.0
5838,2021,1,28,8,73,0.16201359,0.08942851011984039
582,2012,3,12,8,12,0.02551578,0.08567912310423585
499,2012,2,1,8,51,0.0,0.0
470,2012,1,17,8,17,0.0,0.0
501,2012,2,2,8,33,0.0,0.0
575,2012,3,8,8,259,0.359000027,0.05585243698479496
577,2012,3,9,8,266,0.33100003,0.050141094143397326
579,2012,3,10,8,260,0.451428175,0.06996208170644361
2423,2015,3,2,8,94,0.163324058,0.07001155415797691
498,2012,1,31,8,45,0.0,0.0
5976,2021,2,16,8,116,0.135026693,0.04690391046410817
589,2012,3,18,8,55,0.006421641,0.004704687086859046
3115,2017,3,23,8,21,0.0,0.0
6095,2021,3,17,8,8,0.0,0.0
426,2011,12,24,8,49,0.0,0.0
472,2012,1,18,8,28,0.0,0.0
573,2012,3,7,8,112,0.092033789,0.033111334874285636
6087,2021,3,15,8,11,0.0,0.0
502,2012,2,3,8,12,0.0,0.0
2418,2015,2,25,8,26,0.005114733,0.007926784101427506
4261,2019,1,24,9,127,0.0,0.0
1817,2013,12,12,9,58,0.048,0.03334729826016242
3041,2017,1,29,9,48,0.0845,0.0709353770716389
1850,2013,12,23,9,207,0.0,0.0
1773,2013,11,17,9,5,0.0,0.0
3032,2017,1,20,9,197,0.153500021,0.03139710628460609
3060,2017,2,24,9,329,0.264500022,0.03239494333588552
3036,2017,1,24,9,49,0.0,0.0
9628,2017,5,10,9,84,0.013,0.0062360771051990236
3040,2017,1,28,9,240,0.152999997,0.025687840187348213
4309,2019,1,29,9,266,0.0,0.0
1819,2013,12,13,9,204,0.179000005,0.03535658294605011
1886,2013,12,27,9,193,0.0,0.0
9524,2017,3,25,9,71,0.0,0.0
10557,2018,11,9,9,215,0.224000007,0.04198140625339469
3033,2017,1,21,9,205,0.079500005,0.015626463612634697
1877,2013,12,26,9,190,0.0,0.0
10861,2019,2,14,9,367,0.017000001,0.001866509878443656
1814,2013,12,11,9,234,0.005,0.0008609968389821138
4243,2019,1,19,9,212,0.0,0.0
4238,2019,1,18,9,60,0.0,0.0
3042,2017,1,30,9,88,0.037500001,0.01717101696259388
11702,2020,7,1,9,547,1.1450001,0.08434621689791727
3063,2017,2,25,9,400,0.877000093,0.08834603401962231
3043,2017,2,4,9,90,0.199000001,0.08909595334558748
1868,2013,12,25,9,87,0.0,0.0
3034,2017,1,22,9,214,0.030999999,0.00583707557804018
1859,2013,12,24,9,208,0.0,0.0
3035,2017,1,23,9,30,0.0,0.0
1769,2013,11,16,9,15,0.0,0.0
9512,2017,3,24,9,363,0.0,0.0
4337,2019,2,1,9,248,0.0,0.0
3039,2017,1,27,9,51,0.026500002,0.020937418829312188
1781,2013,11,22,9,277,0.012,0.0017456166959290795
4270,2019,1,25,9,156,0.0,0.0
9548,2017,3,27,9,230,0.0,0.0
9572,2017,3,29,9,134,0.204500005,0.061494451855488644
3469,2017,11,12,9,69,0.053000003,0.030950966381089726
10835,2019,2,11,9,78,0.0,0.0
1793,2013,12,3,9,75,0.079500005,0.04271233387453484
1830,2013,12,17,9,99,0.0,0.0
1806,2013,12,9,9,77,0.0,0.0
2672,2015,12,27,9,50,0.0,0.0
4290,2019,1,27,9,159,0.0,0.0
3472,2017,11,14,9,29,0.007,0.009726295325880705
1795,2013,12,4,9,24,0.0,0.0
1824,2013,12,16,9,199,0.0,0.0
10845,2019,2,12,9,214,0.0,0.0
1802,2013,12,8,9,114,0.166000009,0.05867467197663258
1799,2013,12,6,9,154,0.282000005,0.07378631223132211
9560,2017,3,28,9,209,0.0,0.0
2366,2015,1,12,9,214,0.209542409,0.03945531992235248
2368,2015,1,14,9,206,0.141000003,0.027580320689121984
1811,2013,12,10,9,232,0.017000001,0.0029526255404690592
1834,2013,12,19,9,71,0.114500001,0.06498222115020008
3038,2017,1,26,9,36,0.024500001,0.027422750440876213
1841,2013,12,22,9,189,0.0,0.0
1822,2013,12,15,9,114,0.050500002,0.01784982464771607
2367,2015,1,13,9,215,0.328443468,0.06155588495754752
10825,2019,2,10,9,178,0.273000002,0.06180022524809203
2671,2015,12,25,9,194,0.0,0.0
1839,2013,12,21,9,83,0.0055,0.0026701275464336874
3037,2017,1,25,9,43,0.0,0.0
9536,2017,3,26,9,120,0.0,0.0
1836,2013,12,20,9,10,0.0,0.0
10855,2019,2,13,9,372,0.206500009,0.022367865628878526
3044,2017,2,7,9,111,0.123999998,0.04501384482334863
4280,2019,1,26,9,148,0.0,0.0
4318,2019,1,30,9,270,0.0,0.0
10551,2018,11,4,9,9,0.0,0.0
3045,2017,2,8,9,84,0.0,0.0
4299,2019,1,28,9,114,0.0,0.0
3475,2017,11,17,9,97,0.060000002,0.024924527880938963
4328,2019,1,31,9,175,0.0,0.0
10086,2018,2,6,9,320,0.0,0.0
2722,2016,1,15,9,39,0.0,0.0
2935,2016,9,23,9,55,0.0,0.0
9327,2016,9,23,9,96,0.0,0.0
2333,2014,12,14,9,33,0.000272039,0.0003321732379677947
2755,2016,3,3,9,87,0.0,0.0
3176,2017,3,28,9,199,0.0,0.0
2334,2014,12,15,9,51,0.005362174,0.0042366065811484934
2335,2014,12,16,9,34,0.058675393,0.06953836899043399
2336,2014,12,17,9,102,0.167917788,0.06633518473409271
3128,2017,3,24,9,247,0.0,0.0
2337,2014,12,18,9,12,0.005006136,0.016810042358906794
10420,2018,7,19,9,71,0.043000005,0.024403806200575577
2338,2014,12,21,9,22,0.003071221,0.005625171891262034
2339,2014,12,22,9,14,0.006912673,0.01989598238355113
2340,2014,12,23,9,179,0.003169454,0.0007134751182346554
3188,2017,3,29,9,126,0.021500001,0.006875675076813134
2768,2016,3,24,9,163,0.22300002,0.05512704427144769
2341,2014,12,27,9,101,0.14850001,0.05924511123271696
2343,2014,12,28,9,193,0.01693074,0.0035348097279388185
3116,2017,3,23,9,10,0.0,0.0
3196,2017,4,5,9,199,0.233500004,0.04728040913672036
2727,2016,1,22,9,65,0.0,0.0
2344,2014,12,29,9,89,0.132610932,0.06003945353787518
4440,2019,2,21,9,368,0.512500048,0.056116878035677435
2345,2014,12,31,9,137,0.242310166,0.07126864109947462
2797,2016,4,30,9,42,0.087500006,0.08394719755713495
1281,2013,3,9,9,96,0.081349909,0.034145482068985274
2726,2016,1,20,9,216,0.0,0.0
1284,2013,3,10,9,24,0.039492052,0.06630493727698866
2725,2016,1,18,9,226,0.289499998,0.051616379168335225
4430,2019,2,20,9,118,0.0,0.0
2753,2016,3,1,9,118,0.0165,0.005634421686966002
2346,2015,1,1,9,147,0.259067714,0.07101390065809444
2332,2014,12,13,9,81,0.065847889,0.03275700958552828
2330,2014,12,9,9,214,0.213811427,0.04025914513247632
4625,2019,6,5,9,496,0.0,0.0
2733,2016,2,3,9,93,0.0,0.0
1270,2013,3,6,9,138,0.003668049,0.0010710344797828575
4610,2019,5,27,9,169,0.042000003,0.01001405625791242
4607,2019,5,24,9,182,0.161419898,0.035738234209752494
11927,2020,11,14,9,36,0.021000002,0.023505215942803484
2734,2016,2,7,9,217,0.346000016,0.0642486187049954
3152,2017,3,26,9,91,0.0,0.0
2321,2014,11,23,9,24,0.002820787,0.004735942946361588
2735,2016,2,8,9,120,0.140000015,0.04701043244525492
1276,2013,3,7,9,444,0.640973568,0.0581707362725524
2326,2014,11,25,9,275,0.401548445,0.05883729046640353
4555,2019,4,27,9,107,0.187000006,0.07042149698882036
10458,2018,8,20,9,198,0.431000024,0.0877121010445054
2320,2014,11,22,9,26,0.017261688,0.026752065846291872
2736,2016,2,14,9,95,0.0,0.0
2327,2014,11,27,9,274,0.114157565,0.016788099862006915
2328,2014,12,5,9,92,0.006001581,0.0026286045459901226
2730,2016,1,26,9,57,0.0,0.0
2728,2016,1,24,9,75,0.025500001,0.013700182239145422
2740,2016,2,15,9,100,0.038500004,0.015513442656565806
3140,2017,3,25,9,65,0.0,0.0
11241,2019,9,27,9,166,0.241000012,0.05850007006654993
2318,2014,11,19,9,76,0.043778371,0.023210976676178892
2317,2014,11,17,9,316,0.319988906,0.04080329630293081
3164,2017,3,27,9,146,0.0,0.0
2309,2014,11,16,9,156,0.003012602,0.0007781522397333582
2329,2014,12,7,9,123,0.170090884,0.05572156902520255
4479,2019,3,17,9,500,0.895000041,0.0721274304993711
2331,2014,12,11,9,53,0.065436348,0.04974971462306737
4425,2019,2,19,9,296,0.025000002,0.0034032648047242473
2724,2016,1,17,9,227,0.284500003,0.0505014477233269
2723,2016,1,16,9,180,0.33950001,0.07600019321554297
2363,2015,1,9,9,210,0.047621757,0.009137629185755426
1669,2013,9,15,9,195,0.045000002,0.00929876627428531
2364,2015,1,10,9,208,0.07695353,0.014907767867665934
4365,2019,2,10,9,102,0.152500004,0.06024445687248974
2365,2015,1,11,9,121,0.122384205,0.04075561122850136
4226,2019,1,16,9,91,0.0,0.0
4360,2019,2,7,9,59,0.0,0.0
4359,2019,2,6,9,128,0.215500012,0.06783982815160965
9459,2017,3,13,9,223,0.0,0.0
2721,2016,1,13,9,112,0.096000001,0.03453827355779904
2720,2016,1,12,9,212,0.291500002,0.05540514696863724
