,Year,Month,Day,GHI,Energy,conversion_efficiency
6945,2018,1,5,124,0.187753156,0.04305371217555111
3742,2021,9,5,120,0.189261481,0.045469535046767755
177,2011,8,5,10,0.0,0.009502088949502536
528,2013,7,5,87,0.0,0.009502088949502536
672,2017,7,5,79,0.031257622,0.009502088949502536
1970,2013,5,5,97,0.001734122,0.045469535046767755
2005,2013,6,5,178,0.230500013,0.045469535046767755
8077,2018,12,5,226,0.504777789,0.05077127977322454
527,2013,7,5,26,0.0,0.009502088949502536
6434,2013,12,5,43,0.0,0.04305371217555111
3553,2021,4,5,14,0.0,0.045469535046767755
3554,2021,4,5,24,0.0,0.045469535046767755
3914,2011,11,5,13,0.0,0.04379674236818537
4434,2013,11,5,14,0.0,0.04379674236818537
6435,2013,12,5,95,0.127111107,0.04305371217555111
9540,2013,3,5,198,0.350367308,0.0605530717000828
6559,2014,2,5,183,0.0,0.04305371217555111
4470,2013,12,5,4,0.0,0.04379674236818537
6600,2014,3,5,31,0.0,0.04305371217555111
2625,2017,8,5,204,0.440055579,0.045469535046767755
3775,2021,10,5,38,0.0,0.045469535046767755
9701,2021,5,5,623,0.434000015,0.0605530717000828
8643,2021,1,5,339,0.0,0.05567647995385754
8644,2021,1,5,389,0.0,0.05567647995385754
6201,2012,12,5,110,0.216595277,0.04305371217555111
6200,2012,12,5,46,0.0,0.04305371217555111
6629,2015,1,5,79,0.000244911,0.04305371217555111
1697,2012,6,5,187,0.276842833,0.045469535046767755
4522,2014,3,5,39,0.0,0.04379674236818537
4521,2014,3,5,20,0.0,0.04379674236818537
8273,2021,2,5,373,0.133277789,0.05077127977322454
8272,2021,2,5,289,0.020944446,0.05077127977322454
8664,2021,2,5,438,0.348500013,0.05567647995385754
4779,2017,3,5,56,0.026772626,0.04379674236818537
6164,2012,11,5,91,0.048205137,0.04305371217555111
4482,2014,2,5,26,0.0,0.04379674236818537
8665,2021,2,5,472,0.626000047,0.05567647995385754
1869,2012,10,5,25,0.0,0.045469535046767755
1608,2012,4,5,55,0.0,0.045469535046767755
3234,2019,10,5,17,0.0,0.045469535046767755
2624,2017,8,5,114,0.0,0.045469535046767755
6262,2013,1,5,45,0.0,0.04305371217555111
6558,2014,2,5,96,0.0,0.04305371217555111
9515,2021,1,5,277,0.057500005,0.05883034848855613
3233,2019,10,5,1,0.0,0.045469535046767755
1664,2012,5,5,30,0.0,0.045469535046767755
8349,2013,3,5,196,0.043612257,0.05567647995385754
8348,2013,3,5,200,0.007834801,0.05567647995385754
8387,2014,2,5,273,0.064000003,0.05567647995385754
8388,2014,2,5,283,0.036499999,0.05567647995385754
69,2011,6,5,14,0.0,0.009502088949502536
8311,2021,9,5,583,0.235000014,0.05077127977322454
9516,2021,1,5,229,0.0405,0.05883034848855613
3672,2021,7,5,140,0.300777793,0.045469535046767755
776,2018,6,5,101,0.0,0.009502088949502536
4749,2016,10,5,149,0.312666684,0.04379674236818537
4544,2014,4,5,204,0.379888892,0.04379674236818537
610,2017,5,5,53,0.0,0.009502088949502536
2705,2018,4,5,20,0.0,0.045469535046767755
3801,2011,6,5,30,0.000595985,0.04379674236818537
3817,2011,9,5,226,0.338,0.04379674236818537
1607,2012,4,5,16,0.0,0.045469535046767755
2704,2018,4,5,7,0.0,0.045469535046767755
2820,2018,7,5,128,0.288006485,0.045469535046767755
738,2018,5,5,5,0.0,0.009502088949502536
2761,2018,5,5,126,0.0,0.045469535046767755
9687,2021,1,5,142,0.0065,0.0605530717000828
6733,2016,3,5,83,0.045166668,0.04305371217555111
6099,2012,2,5,58,0.01918523,0.04305371217555111
2762,2018,5,5,206,0.019016698,0.045469535046767755
6098,2012,2,5,98,0.0,0.04305371217555111
8241,2021,1,5,274,0.0,0.05077127977322454
8240,2021,1,5,190,0.0,0.05077127977322454
6324,2013,2,5,100,0.0,0.04305371217555111
6263,2013,1,5,115,0.0,0.04305371217555111
8732,2014,2,5,575,0.156500012,0.06399710912875863
1563,2011,10,5,40,0.0,0.045469535046767755
6325,2013,2,5,186,0.415555567,0.04305371217555111
2560,2017,6,5,288,0.698666692,0.045469535046767755
2559,2017,6,5,194,0.027277779,0.045469535046767755
6037,2012,1,5,61,0.027000001,0.04305371217555111
3645,2021,6,5,188,0.355166703,0.045469535046767755
1722,2012,7,5,132,0.288777798,0.045469535046767755
4828,2017,4,5,62,0.0,0.04379674236818537
739,2018,5,5,50,0.0,0.009502088949502536
3708,2021,8,5,68,0.016519777,0.045469535046767755
4827,2017,4,5,46,0.0,0.04379674236818537
809,2018,7,5,25,0.0,0.009502088949502536
810,2018,7,5,60,0.0,0.009502088949502536
8706,2013,3,5,230,0.085851312,0.06399710912875863
1911,2013,4,5,28,0.0,0.045469535046767755
1912,2013,4,5,105,0.0,0.045469535046767755
2585,2017,7,5,155,0.235500008,0.045469535046767755
6681,2015,11,5,160,0.353812516,0.04305371217555111
575,2013,8,5,13,0.0,0.009502088949502536
1824,2012,9,5,70,0.0,0.045469535046767755
4700,2016,4,5,197,0.166000009,0.04379674236818537
6135,2012,3,5,343,0.173949704,0.04305371217555111
3134,2019,8,5,174,0.164222226,0.045469535046767755
6134,2012,3,5,245,0.0,0.04305371217555111
646,2017,6,5,108,0.125007957,0.009502088949502536
3133,2019,8,5,81,0.0,0.045469535046767755
6497,2014,1,5,40,0.0,0.04305371217555111
8707,2013,3,5,243,0.097601317,0.06399710912875863
9688,2021,1,5,59,0.015500001,0.0605530717000828
6496,2014,1,5,15,0.0,0.04305371217555111
6715,2016,2,5,182,0.000944445,0.04305371217555111
1823,2012,9,5,17,0.0,0.045469535046767755
8731,2014,2,5,541,0.074000001,0.06399710912875863
8930,2021,2,5,584,1.366000056,0.06399710912875863
41,2021,6,5,2,0.0,0.0
7160,2019,2,5,52,0.0,0.04305371217555111
7161,2019,2,5,102,0.0,0.04305371217555111
5080,2018,4,5,19,0.0,0.04379674236818537
4259,2013,3,5,18,0.0,0.04379674236818537
7889,2016,1,5,117,0.149388894,0.05077127977322454
3488,2020,10,5,39,0.0,0.045469535046767755
3045,2019,5,5,26,0.0,0.045469535046767755
7870,2015,12,5,169,0.161000013,0.05077127977322454
411,2013,5,5,50,0.0,0.009502088949502536
4172,2012,11,5,8,0.0,0.04379674236818537
9667,2019,7,5,728,1.140388966,0.0605530717000828
4173,2012,11,5,42,0.0,0.04379674236818537
7200,2019,3,5,251,0.056333337,0.04305371217555111
2177,2013,10,5,8,0.0,0.045469535046767755
5081,2018,4,5,61,0.026378479,0.04379674236818537
9142,2021,1,5,478,0.009000001,0.0667333442628106
9143,2021,1,5,476,0.17900002,0.0667333442628106
5454,2019,11,5,29,0.0,0.04379674236818537
9668,2019,7,5,654,0.820944488,0.0605530717000828
4220,2013,2,5,12,0.0,0.04379674236818537
5652,2020,11,5,64,0.094459534,0.04379674236818537
1207,2020,9,5,2,0.0,0.009502088949502536
5721,2021,3,5,20,0.0,0.04379674236818537
1362,2021,7,5,63,0.0,0.009502088949502536
1361,2021,7,5,19,0.0,0.009502088949502536
330,2012,7,5,58,0.0,0.009502088949502536
3964,2012,2,5,6,0.0,0.04379674236818537
3327,2020,6,5,9,0.0,0.045469535046767755
2303,2015,5,5,41,0.0,0.045469535046767755
7903,2016,3,5,336,0.359055549,0.05077127977322454
1093,2020,6,5,6,0.0,0.009502088949502536
7488,2021,1,5,81,0.0,0.04305371217555111
7902,2016,3,5,193,0.278611124,0.05077127977322454
2399,2016,5,5,238,0.463333368,0.045469535046767755
5405,2019,10,5,75,0.0,0.04379674236818537
2447,2016,7,5,166,0.128500015,0.045469535046767755
4260,2013,3,5,25,0.0,0.04379674236818537
5226,2019,2,5,13,0.0,0.04379674236818537
7898,2016,2,5,215,0.030222224,0.05077127977322454
1094,2020,6,5,9,0.0,0.009502088949502536
7487,2021,1,5,35,0.0,0.04305371217555111
7413,2020,11,5,170,0.367000014,0.04305371217555111
5455,2019,11,5,102,0.0,0.04379674236818537
5610,2020,10,5,209,0.204500005,0.04379674236818537
5572,2020,9,5,212,0.375166684,0.04379674236818537
377,2012,8,5,39,0.0,0.009502088949502536
9191,2013,3,5,190,0.433171451,0.06914516321811394
1239,2021,5,5,6,0.0,0.009502088949502536
1240,2021,5,5,55,0.0,0.009502088949502536
9866,2021,1,5,16,0.0,0.06037756670715741
2230,2014,6,5,146,0.116000004,0.045469535046767755
2917,2018,10,5,29,0.0,0.045469535046767755
7293,2019,12,5,145,0.016666668,0.04305371217555111
5148,2018,10,5,109,0.0,0.04379674236818537
7786,2014,2,5,269,0.0,0.05077127977322454
5500,2020,3,5,58,0.053898018,0.04379674236818537
5537,2020,4,5,299,0.309666663,0.04379674236818537
5536,2020,4,5,198,0.0,0.04379674236818537
9207,2014,2,5,586,1.235000134,0.06914516321811394
9208,2014,2,5,557,1.201500058,0.06914516321811394
2251,2014,7,5,40,0.001888889,0.045469535046767755
4209,2012,12,5,19,0.0,0.04379674236818537
7787,2014,2,5,51,0.005,0.05077127977322454
4049,2012,4,5,106,0.109444596,0.04379674236818537
9190,2013,3,5,186,0.36507532,0.06914516321811394
2421,2016,6,5,192,0.338000029,0.045469535046767755
5609,2020,10,5,118,0.0,0.04379674236818537
9157,2021,2,5,593,1.354000092,0.0667333442628106
7398,2020,10,5,301,0.593000054,0.04305371217555111
1302,2021,6,5,105,0.0,0.009502088949502536
1301,2021,6,5,38,0.0,0.009502088949502536
1028,2019,8,5,2,0.0,0.009502088949502536
1029,2019,8,5,28,0.0,0.009502088949502536
7822,2014,12,5,92,0.0099599,0.05077127977322454
7263,2019,11,5,187,0.279500008,0.04305371217555111
4942,2017,11,5,7,0.0,0.04379674236818537
3429,2020,9,5,40,0.0,0.045469535046767755
3430,2020,9,5,118,0.0,0.045469535046767755
7390,2020,6,5,344,0.164333344,0.04305371217555111
9865,2021,1,5,50,0.0,0.06037756670715741
4004,2012,3,5,53,0.0,0.04379674236818537
2943,2019,3,5,1,0.0,0.045469535046767755
4005,2012,3,5,144,0.0,0.04379674236818537
212,2012,5,5,23,0.0,0.009502088949502536
7764,2014,1,5,59,0.0185,0.05077127977322454
5722,2021,3,5,56,0.0,0.04379674236818537
329,2012,7,5,22,0.0,0.009502088949502536
5676,2021,1,5,2,0.0,0.04379674236818537
1062,2019,9,5,2,0.0,0.009502088949502536
2071,2013,8,5,33,0.0,0.045469535046767755
7993,2018,1,5,280,0.051500004,0.05077127977322454
5805,2021,9,5,310,0.25000003,0.04379674236818537
5804,2021,9,5,213,0.108149424,0.04379674236818537
7533,2021,2,5,187,0.039004695,0.04305371217555111
7992,2018,1,5,205,0.000333333,0.05077127977322454
7598,2021,10,5,166,0.060833335,0.04305371217555111
4343,2013,9,5,186,0.36500001,0.04379674236818537
7682,2012,3,5,436,0.883433402,0.05077127977322454
4338,2013,8,5,28,0.0,0.04379674236818537
8990,2014,2,5,595,0.650000036,0.0667333442628106
8991,2014,2,5,598,1.13650012,0.0667333442628106
7931,2017,1,5,85,0.017555557,0.05077127977322454
5276,2019,3,5,35,0.0,0.04379674236818537
4339,2013,8,5,29,0.0,0.04379674236818537
2341,2015,7,5,151,0.067449853,0.045469535046767755
3508,2021,3,5,1,0.0,0.045469535046767755
4979,2017,12,5,20,0.0,0.04379674236818537
4373,2013,10,5,69,0.0,0.04379674236818537
9373,2013,3,5,227,0.313054025,0.05883034848855613
7594,2021,9,5,407,0.1505,0.04305371217555111
7595,2021,9,5,499,0.068500005,0.04305371217555111
2988,2019,4,5,85,0.0,0.045469535046767755
1426,2011,7,5,175,0.409087211,0.045469535046767755
5837,2021,10,5,181,0.0,0.04379674236818537
5836,2021,10,5,115,0.0,0.04379674236818537
3952,2011,12,5,8,0.0,0.04379674236818537
9360,2021,9,5,830,1.167500019,0.06914516321811394
5327,2019,4,5,126,0.239555568,0.04379674236818537
468,2013,6,5,53,0.0,0.009502088949502536
467,2013,6,5,15,0.0,0.009502088949502536
2072,2013,8,5,10,0.000275141,0.045469535046767755
9374,2013,3,5,214,0.279965103,0.05883034848855613
9331,2021,1,5,458,0.210000008,0.06914516321811394
5277,2019,3,5,121,0.0,0.04379674236818537
9332,2021,1,5,408,0.050000004,0.06914516321811394
5000,2018,2,5,13,0.0,0.04379674236818537
7720,2013,3,5,91,0.0,0.05077127977322454
2132,2013,9,5,100,0.0,0.045469535046767755
4309,2013,4,5,200,0.475097179,0.04379674236818537
7719,2013,3,5,47,0.0,0.05077127977322454
9435,2017,7,5,524,1.145833373,0.05883034848855613
2131,2013,9,5,30,0.0,0.045469535046767755
3371,2020,8,5,107,0.0,0.045469535046767755
4943,2017,11,5,11,0.0,0.04379674236818537
4113,2012,10,5,62,0.0,0.04379674236818537
4081,2012,9,5,137,0.005139761,0.04379674236818537
7074,2018,11,5,45,0.044777781,0.04305371217555111
6989,2018,2,5,117,0.070777781,0.04305371217555111
8967,2013,3,5,250,0.109717354,0.0667333442628106
5373,2019,9,5,209,0.0,0.04379674236818537
1177,2020,8,5,26,0.0,0.009502088949502536
6988,2018,2,5,55,0.0,0.04305371217555111
7109,2018,12,5,154,0.011611111,0.04305371217555111
1116,2020,7,5,85,0.0,0.009502088949502536
1115,2020,7,5,26,0.0,0.009502088949502536
2371,2015,8,5,188,0.403801411,0.045469535046767755
966,2019,7,5,27,0.0,0.009502088949502536
2856,2018,8,5,54,0.025363982,0.045469535046767755
3296,2020,5,5,26,0.0,0.045469535046767755
967,2019,7,5,88,0.0,0.009502088949502536
4372,2013,10,5,34,0.0,0.04379674236818537
1176,2020,8,5,1,0.0,0.009502088949502536
7108,2018,12,5,81,0.18812938,0.04305371217555111
5278,2019,3,6,58,0.0,0.04379674236818537
5279,2019,3,6,148,0.0,0.04379674236818537
9867,2021,1,6,53,0.0,0.06037756670715741
6264,2013,1,6,25,0.0,0.04305371217555111
6395,2013,11,6,10,0.0,0.04305371217555111
9258,2018,1,6,451,0.418611139,0.06914516321811394
3432,2020,9,6,12,0.0,0.045469535046767755
9259,2018,1,6,429,0.561500013,0.06914516321811394
8502,2017,12,6,394,0.846500039,0.05567647995385754
9789,2018,1,6,106,0.003888889,0.06037756670715741
71,2011,6,6,93,0.0,0.009502088949502536
6396,2013,11,6,76,0.013055556,0.04305371217555111
8624,2020,1,6,239,0.502000034,0.05567647995385754
9237,2016,12,6,410,0.877500057,0.06914516321811394
5501,2020,3,6,154,0.0943221,0.04379674236818537
9236,2016,12,6,448,0.361000001,0.06914516321811394
5202,2018,11,6,91,0.188096702,0.04379674236818537
3709,2021,8,6,63,0.073588535,0.045469535046767755
3431,2020,9,6,5,0.0,0.045469535046767755
9823,2018,12,6,68,0.088500008,0.06037756670715741
3373,2020,8,6,186,0.357666671,0.045469535046767755
9824,2018,12,6,11,0.0,0.06037756670715741
5374,2019,9,6,213,0.359055579,0.04379674236818537
2372,2015,8,6,105,0.000114896,0.045469535046767755
5227,2019,2,6,26,0.0,0.04379674236818537
1825,2012,9,6,37,0.0,0.045469535046767755
647,2017,6,6,112,0.107150316,0.009502088949502536
3372,2020,8,6,72,0.0,0.045469535046767755
332,2012,7,6,77,0.0,0.009502088949502536
8517,2018,1,6,342,0.003,0.05567647995385754
6326,2013,2,6,103,0.0,0.04305371217555111
331,2012,7,6,21,0.0,0.009502088949502536
8518,2018,1,6,395,0.027277779,0.05567647995385754
5406,2019,10,6,63,0.0,0.04379674236818537
1826,2012,9,6,118,0.0,0.045469535046767755
9333,2021,1,6,309,0.001,0.06914516321811394
2627,2017,8,6,120,0.260055572,0.045469535046767755
4669,2015,10,6,119,0.109055564,0.04379674236818537
2272,2014,8,6,77,0.028500002,0.045469535046767755
6362,2013,3,6,117,0.048794813,0.04305371217555111
6361,2013,3,6,93,0.0,0.04305371217555111
9365,2011,12,6,59,0.009722223,0.05883034848855613
70,2011,6,6,31,0.0,0.009502088949502536
5457,2019,11,6,77,0.0,0.04379674236818537
5328,2019,4,6,147,0.061388887,0.04379674236818537
9343,2021,2,6,289,0.178944454,0.06914516321811394
5456,2019,11,6,24,0.0,0.04379674236818537
9342,2021,2,6,318,0.178944454,0.06914516321811394
8561,2018,11,6,93,0.112666667,0.05567647995385754
673,2017,7,6,85,0.072934888,0.009502088949502536
2626,2017,8,6,56,0.0,0.045469535046767755
9334,2021,1,6,276,0.0,0.06914516321811394
6265,2013,1,6,64,0.0,0.04305371217555111
3673,2021,7,6,154,0.276222259,0.045469535046767755
8948,2021,9,6,811,1.952500105,0.06399710912875863
611,2017,5,6,58,0.0,0.009502088949502536
2526,2017,5,6,239,0.531222224,0.045469535046767755
2006,2013,6,6,192,0.048333015,0.045469535046767755
529,2013,7,6,25,0.0,0.009502088949502536
5001,2018,2,6,24,0.0,0.04379674236818537
530,2013,7,6,86,0.0,0.009502088949502536
5724,2021,3,6,137,0.0,0.04379674236818537
5976,2011,12,6,29,0.0,0.04305371217555111
5723,2021,3,6,52,0.0,0.04379674236818537
5977,2011,12,6,100,0.0,0.04305371217555111
4886,2017,10,6,182,0.0,0.04379674236818537
4885,2017,10,6,98,0.0,0.04379674236818537
5771,2021,4,6,134,0.262166679,0.04379674236818537
9030,2016,12,6,488,0.002666667,0.0667333442628106
9058,2018,1,6,469,0.274666697,0.0667333442628106
130,2011,7,6,25,0.0,0.009502088949502536
9059,2018,1,6,476,0.644277811,0.0667333442628106
3509,2021,3,6,3,0.0,0.045469535046767755
8811,2018,1,6,462,0.22577779,0.06399710912875863
8810,2018,1,6,427,0.10344445,0.06399710912875863
2133,2013,9,6,31,0.0,0.045469535046767755
8800,2017,12,6,427,1.042999983,0.06399710912875863
2134,2013,9,6,104,0.0,0.045469535046767755
5040,2018,3,6,57,0.13564828,0.04379674236818537
1971,2013,5,6,79,0.049629994,0.045469535046767755
9031,2016,12,6,472,0.205500007,0.0667333442628106
3328,2020,6,6,182,0.0,0.045469535046767755
4980,2017,12,6,17,0.0,0.04379674236818537
5806,2021,9,6,205,0.185500011,0.04379674236818537
8932,2021,2,6,398,0.075777784,0.06399710912875863
4944,2017,11,6,6,0.0,0.04379674236818537
8931,2021,2,6,360,0.654055595,0.06399710912875863
4945,2017,11,6,39,0.0,0.04379674236818537
3297,2020,5,6,114,0.004493163,0.045469535046767755
470,2013,6,6,106,0.0,0.009502088949502536
5895,2021,11,6,24,0.0,0.04379674236818537
5896,2021,11,6,92,0.0,0.04379674236818537
8913,2021,1,6,327,0.0,0.06399710912875863
8912,2021,1,6,268,0.0,0.06399710912875863
2073,2013,8,6,31,0.0,0.045469535046767755
2525,2017,5,6,142,0.0,0.045469535046767755
2074,2013,8,6,186,0.148351178,0.045469535046767755
469,2013,6,6,11,0.0,0.009502088949502536
5839,2021,10,6,186,0.25261113,0.04379674236818537
5838,2021,10,6,101,0.0,0.04379674236818537
3555,2021,4,6,24,0.0,0.045469535046767755
2034,2013,7,6,165,0.214993194,0.045469535046767755
3556,2021,4,6,57,0.0,0.045469535046767755
272,2012,6,6,108,0.0,0.009502088949502536
271,2012,6,6,39,0.0,0.009502088949502536
5933,2011,11,6,115,0.041500002,0.04305371217555111
5934,2011,11,6,155,0.282999992,0.04305371217555111
5807,2021,9,6,303,0.730000019,0.04379674236818537
2489,2017,4,6,66,0.160666615,0.045469535046767755
2252,2014,7,6,68,0.024666667,0.045469535046767755
3329,2020,6,6,274,0.366833359,0.045469535046767755
5677,2021,1,6,1,0.0,0.04379674236818537
8667,2021,2,6,296,0.121222228,0.05567647995385754
8666,2021,2,6,228,0.005333333,0.05567647995385754
2206,2014,5,6,102,0.008166667,0.045469535046767755
6165,2012,11,6,30,0.0,0.04305371217555111
6166,2012,11,6,10,0.0,0.04305371217555111
4780,2017,3,6,59,0.133863956,0.04379674236818537
2423,2016,6,6,291,0.062722221,0.045469535046767755
2422,2016,6,6,197,0.0,0.045469535046767755
593,2015,6,6,99,0.0026992,0.009502088949502536
8646,2021,1,6,119,0.0,0.05567647995385754
3340,2020,7,6,161,0.22505556,0.045469535046767755
2586,2017,7,6,164,0.225277781,0.045469535046767755
378,2012,8,6,39,0.0,0.009502088949502536
8645,2021,1,6,131,0.0,0.05567647995385754
9440,2018,1,6,327,0.296000004,0.05883034848855613
9439,2018,1,6,384,0.358611137,0.05883034848855613
6202,2012,12,6,28,0.0,0.04305371217555111
6203,2012,12,6,57,0.001016232,0.04305371217555111
2231,2014,6,6,63,0.125611112,0.045469535046767755
1870,2012,10,6,40,0.0,0.045469535046767755
5149,2018,10,6,3,0.0,0.04379674236818537
5538,2020,4,6,95,0.029333336,0.04379674236818537
2400,2016,5,6,215,0.43527779,0.045469535046767755
9790,2018,1,6,36,0.0,0.06037756670715741
9868,2021,1,6,14,0.0,0.06037756670715741
3612,2021,5,6,72,0.000166667,0.045469535046767755
3235,2019,10,6,29,0.0,0.045469535046767755
9159,2021,2,6,331,0.022777779,0.0667333442628106
131,2011,7,6,57,0.0,0.009502088949502536
6038,2012,1,6,22,0.0,0.04305371217555111
6039,2012,1,6,71,0.006500001,0.04305371217555111
2448,2016,7,6,38,0.004666667,0.045469535046767755
3646,2021,6,6,185,0.262500018,0.045469535046767755
2561,2017,6,6,199,0.308500022,0.045469535046767755
8734,2014,2,6,604,1.443500042,0.06399710912875863
412,2013,5,6,24,0.0,0.009502088949502536
5653,2020,11,6,88,0.136442363,0.04379674236818537
8733,2014,2,6,570,1.172000051,0.06399710912875863
3489,2020,10,6,34,0.0,0.045469535046767755
9179,2011,12,6,240,0.175666675,0.06914516321811394
6100,2012,2,6,97,0.0,0.04305371217555111
4830,2017,4,6,226,0.001333333,0.04379674236818537
4829,2017,4,6,147,0.022314811,0.04379674236818537
2178,2013,10,6,38,0.0,0.045469535046767755
9144,2021,1,6,331,0.013,0.0667333442628106
9145,2021,1,6,312,0.008,0.0667333442628106
5612,2020,10,6,201,0.486166686,0.04379674236818537
5611,2020,10,6,111,0.0,0.04379674236818537
576,2013,8,6,11,0.0,0.009502088949502536
9158,2021,2,6,411,0.321777791,0.0667333442628106
1914,2013,4,6,43,0.0,0.045469535046767755
1913,2013,4,6,9,0.0,0.045469535046767755
6101,2012,2,6,37,0.00027646,0.04305371217555111
2667,2017,10,6,29,0.0,0.045469535046767755
3189,2019,9,6,119,0.0,0.045469535046767755
178,2011,8,6,30,0.0,0.009502088949502536
4175,2012,11,6,27,0.0,0.04379674236818537
9537,2011,12,6,38,0.002777778,0.0605530717000828
3046,2019,5,6,72,0.0,0.045469535046767755
9619,2018,1,6,183,0.02577778,0.0605530717000828
4483,2014,2,6,16,0.0,0.04379674236818537
7163,2019,2,6,149,0.0,0.04305371217555111
2944,2019,3,6,3,0.0,0.045469535046767755
7534,2021,2,6,93,0.180022746,0.04305371217555111
7162,2019,2,6,90,0.0,0.04305371217555111
1096,2020,6,6,73,0.0,0.009502088949502536
1610,2012,4,6,115,0.0,0.045469535046767755
1609,2012,4,6,34,0.0,0.045469535046767755
3953,2011,12,6,6,0.0,0.04379674236818537
811,2018,7,6,29,0.0,0.009502088949502536
1095,2020,6,6,29,0.0,0.009502088949502536
6839,2017,4,6,436,1.001062512,0.04305371217555111
812,2018,7,6,94,0.0,0.009502088949502536
4261,2013,3,6,15,0.0,0.04379674236818537
9690,2021,1,6,85,0.0,0.0605530717000828
23,2020,6,6,1,0.0,0.0
4050,2012,4,6,214,0.304902256,0.04379674236818537
6668,2015,10,6,171,0.125888899,0.04305371217555111
1063,2019,9,6,2,0.0,0.009502088949502536
777,2018,6,6,73,0.0,0.009502088949502536
9704,2011,12,6,22,0.001388889,0.06037756670715741
3818,2011,9,6,221,0.285666674,0.04379674236818537
886,2019,5,6,40,0.0,0.009502088949502536
1178,2020,8,6,11,0.0,0.009502088949502536
885,2019,5,6,3,0.0,0.009502088949502536
4221,2013,2,6,30,0.0,0.04379674236818537
7994,2018,1,6,202,0.011333334,0.05077127977322454
8275,2021,2,6,148,0.211555555,0.05077127977322454
4262,2013,3,6,58,0.0,0.04379674236818537
7832,2015,1,6,116,0.077404261,0.05077127977322454
8274,2021,2,6,131,0.0,0.05077127977322454
6624,2014,12,6,146,0.023268508,0.04305371217555111
4524,2014,3,6,137,0.000833333,0.04379674236818537
4523,2014,3,6,50,0.0,0.04379674236818537
9517,2021,1,6,205,0.0,0.05883034848855613
6867,2017,11,6,42,0.003833334,0.04305371217555111
6866,2017,11,6,50,0.0,0.04305371217555111
9693,2021,2,6,243,0.426722229,0.0605530717000828
9518,2021,1,6,123,0.0,0.05883034848855613
4344,2013,9,6,194,0.391222239,0.04379674236818537
4545,2014,4,6,149,0.270000011,0.04379674236818537
6838,2017,4,6,326,0.485571444,0.04305371217555111
6991,2018,2,6,191,0.044166669,0.04305371217555111
1564,2011,10,6,38,0.0,0.045469535046767755
9521,2021,2,6,281,0.226055562,0.05883034848855613
1363,2021,7,6,19,0.0,0.009502088949502536
1364,2021,7,6,79,0.0,0.009502088949502536
4082,2012,9,6,215,0.370301962,0.04379674236818537
4436,2013,11,6,23,0.0,0.04379674236818537
7075,2018,11,6,172,0.188096732,0.04305371217555111
7076,2018,11,6,59,0.0,0.04305371217555111
9522,2021,2,6,239,0.33394444,0.05883034848855613
7721,2013,3,6,138,0.259254098,0.05077127977322454
4310,2013,4,6,23,0.012424079,0.04379674236818537
4174,2012,11,6,4,0.0,0.04379674236818537
4471,2013,12,6,7,0.0,0.04379674236818537
969,2019,7,6,73,0.0,0.009502088949502536
968,2019,7,6,17,0.0,0.009502088949502536
3857,2011,10,6,209,0.486000031,0.04379674236818537
3856,2011,10,6,117,0.0,0.04379674236818537
8175,2020,1,6,174,0.106444448,0.05077127977322454
8174,2020,1,6,105,0.0,0.05077127977322454
4435,2013,11,6,6,0.0,0.04379674236818537
1117,2020,7,6,25,0.0,0.009502088949502536
9618,2018,1,6,258,0.11105556,0.0605530717000828
2763,2018,5,6,131,0.0,0.045469535046767755
7972,2017,12,6,289,0.071500003,0.05077127977322454
8109,2019,2,6,128,0.036833335,0.05077127977322454
6682,2015,11,6,90,0.056666669,0.04305371217555111
8110,2019,2,6,154,0.061555561,0.05077127977322454
4115,2012,10,6,219,0.334891915,0.04379674236818537
1519,2011,9,6,41,0.0,0.045469535046767755
3136,2019,8,6,181,0.445000023,0.045469535046767755
3135,2019,8,6,98,0.0,0.045469535046767755
9689,2021,1,6,90,0.0,0.0605530717000828
9536,2011,12,6,53,0.0,0.0605530717000828
1401,2011,6,6,176,0.074658871,0.045469535046767755
1118,2020,7,6,84,0.0,0.009502088949502536
7971,2017,12,6,222,0.0,0.05077127977322454
6716,2016,2,6,180,0.208500013,0.04305371217555111
4114,2012,10,6,123,0.0,0.04379674236818537
8243,2021,1,6,131,0.0,0.05077127977322454
1520,2011,9,6,124,0.0,0.045469535046767755
8242,2021,1,6,72,0.0,0.05077127977322454
6734,2016,3,6,175,0.344999999,0.04305371217555111
4333,2013,6,6,254,0.417593122,0.04379674236818537
3965,2012,2,6,6,0.0,0.04379674236818537
42,2021,6,6,2,0.0,0.0
7110,2018,12,6,50,0.0,0.04305371217555111
7489,2021,1,6,19,0.0,0.04305371217555111
8421,2015,1,6,117,0.264210433,0.05567647995385754
2918,2018,10,6,3,0.0,0.045469535046767755
1463,2011,8,6,49,0.0,0.045469535046767755
7788,2014,2,6,297,0.045500003,0.05077127977322454
7789,2014,2,6,382,0.236000001,0.05077127977322454
1723,2012,7,6,154,0.243777797,0.045469535046767755
3743,2021,9,6,113,0.162225097,0.045469535046767755
4374,2013,10,6,118,0.0,0.04379674236818537
7597,2021,9,6,493,0.270500004,0.04305371217555111
7596,2021,9,6,400,0.364888906,0.04305371217555111
7490,2021,1,6,46,0.0,0.04305371217555111
1241,2021,5,6,6,0.0,0.009502088949502536
740,2018,5,6,3,0.0,0.009502088949502536
741,2018,5,6,50,0.0,0.009502088949502536
6946,2018,1,6,124,0.187754273,0.04305371217555111
