,Year,Month,Day,GHI,Energy,conversion_efficiency
7793,2016,11,5,96,0.054500006,0.021076165549330592
11558,2021,2,5,521,0.0,0.021247993170063293
12418,2016,12,5,31,0.017000001,0.01465009186851987
6500,2021,4,5,91,0.08950001,0.026988235229409144
505,2013,6,5,15,0.0,0.006189134347155545
5099,2014,9,5,71,0.025500001,0.026988235229409144
11187,2021,2,5,596,0.015000001,0.02148469161396403
11327,2016,12,5,110,0.017000001,0.021247993170063293
2416,2015,6,5,106,0.086326167,0.02538197271449368
5764,2018,4,5,19,0.0,0.026988235229409144
7410,2014,1,5,15,0.0,0.021076165549330592
7411,2014,1,5,40,0.0,0.021076165549330592
5050,2014,4,5,204,0.057000004,0.026988235229409144
5023,2014,3,5,39,0.0,0.026988235229409144
6263,2020,5,5,30,0.021500001,0.026988235229409144
5022,2014,3,5,20,0.0,0.026988235229409144
1959,2013,5,5,189,0.199188977,0.02538197271449368
7349,2013,12,5,95,0.0,0.021076165549330592
11364,2018,2,5,335,0.401000023,0.021247993170063293
2098,2013,8,5,33,0.0,0.02538197271449368
2099,2013,8,5,10,0.0,0.02538197271449368
2763,2017,6,5,288,0.422000021,0.02538197271449368
2762,2017,6,5,194,0.092500001,0.02538197271449368
6242,2020,4,5,198,0.0,0.026988235229409144
6406,2021,1,5,2,0.0,0.026988235229409144
2611,2016,7,5,166,0.0,0.02538197271449368
11503,2021,1,5,408,0.0,0.021247993170063293
11502,2021,1,5,458,0.0,0.021247993170063293
7064,2012,12,5,110,0.028058186,0.021076165549330592
7063,2012,12,5,46,0.0,0.021076165549330592
11365,2018,2,5,280,0.119500011,0.021247993170063293
1958,2013,5,5,97,0.0,0.02538197271449368
7348,2013,12,5,43,0.0,0.021076165549330592
7125,2013,1,5,45,0.0,0.021076165549330592
7126,2013,1,5,115,0.0,0.021076165549330592
2047,2013,7,5,167,0.08467336,0.02538197271449368
7236,2013,3,5,44,0.0,0.021076165549330592
11304,2015,2,5,577,0.196141094,0.021247993170063293
7237,2013,3,5,8,0.0,0.021076165549330592
5132,2014,10,5,11,0.0,0.026988235229409144
5182,2015,4,5,121,0.043816935,0.026988235229409144
7271,2013,8,5,227,0.001492628,0.021076165549330592
7275,2013,10,5,54,0.033,0.021076165549330592
6344,2020,10,5,118,0.0,0.026988235229409144
6345,2020,10,5,209,0.105500005,0.026988235229409144
566,2013,7,5,87,0.0,0.006189134347155545
166,2011,7,5,29,0.0,0.006189134347155545
7296,2013,11,5,106,0.0,0.021076165549330592
7297,2013,11,5,75,0.0185,0.021076165549330592
5205,2015,5,5,120,0.086452827,0.026988235229409144
7188,2013,2,5,186,0.035,0.021076165549330592
7187,2013,2,5,100,0.0,0.021076165549330592
2008,2013,6,5,178,0.105580434,0.02538197271449368
6299,2020,9,5,212,0.095000006,0.026988235229409144
2380,2015,5,5,41,0.008411009,0.02538197271449368
2806,2017,7,5,155,0.177000016,0.02538197271449368
11303,2015,2,5,606,0.22591877,0.021247993170063293
565,2013,7,5,26,0.0,0.006189134347155545
5690,2018,2,5,13,0.0,0.026988235229409144
6272,2020,6,5,24,0.0,0.026988235229409144
5243,2015,9,5,113,0.0,0.026988235229409144
6271,2020,6,5,13,0.0,0.026988235229409144
11188,2021,2,5,593,0.028000001,0.02148469161396403
2307,2014,7,5,40,0.0,0.02538197271449368
5670,2017,12,5,20,0.0,0.026988235229409144
7472,2014,2,5,96,0.0,0.021076165549330592
167,2011,7,5,93,0.0,0.006189134347155545
4971,2013,12,5,4,0.0,0.026988235229409144
5323,2016,4,5,197,0.145999998,0.026988235229409144
12633,2021,2,5,226,0.0,0.01465009186851987
6549,2021,9,5,213,0.098500006,0.026988235229409144
6913,2012,2,5,58,0.000583241,0.021076165549330592
6912,2012,2,5,98,0.0,0.021076165549330592
11133,2021,1,5,476,0.0,0.02148469161396403
6116,2019,10,5,39,0.0,0.026988235229409144
6115,2019,10,5,75,0.0,0.026988235229409144
7628,2015,3,5,257,0.203502193,0.021076165549330592
506,2013,6,5,53,0.0,0.006189134347155545
2159,2013,9,5,100,0.0,0.02538197271449368
12586,2021,1,5,50,0.0,0.01465009186851987
2714,2017,5,5,230,0.2315,0.02538197271449368
5591,2017,10,5,201,0.109000012,0.026988235229409144
4935,2013,11,5,14,0.0,0.026988235229409144
4934,2013,11,5,5,0.0,0.026988235229409144
2713,2017,5,5,135,0.0,0.02538197271449368
12587,2021,1,5,16,0.0,0.01465009186851987
11328,2016,12,5,269,0.015000001,0.021247993170063293
6851,2012,1,5,61,0.0,0.021076165549330592
6850,2012,1,5,18,0.0,0.021076165549330592
7690,2015,12,5,112,0.0,0.021076165549330592
6076,2019,9,5,209,0.295000017,0.026988235229409144
5590,2017,10,5,112,0.0,0.026988235229409144
11132,2021,1,5,478,0.0,0.02148469161396403
2158,2013,9,5,30,0.0,0.02538197271449368
1898,2013,4,5,28,0.0,0.02538197271449368
1899,2013,4,5,105,0.0,0.02538197271449368
7473,2014,2,5,183,0.0,0.021076165549330592
12702,2013,3,5,46,0.006329315,0.011675860051742764
7012,2012,11,5,91,0.001154823,0.021076165549330592
12703,2013,3,5,27,0.009241348,0.011675860051742764
4983,2014,2,5,26,0.0,0.026988235229409144
449,2013,5,5,50,0.0,0.006189134347155545
2448,2015,7,5,151,0.070707098,0.02538197271449368
6989,2012,10,5,218,0.391201913,0.021076165549330592
7519,2014,3,5,31,0.0,0.021076165549330592
5282,2015,10,5,48,0.0,0.026988235229409144
7520,2014,3,5,44,0.081500009,0.021076165549330592
2568,2016,6,5,286,0.565999985,0.02538197271449368
2567,2016,6,5,192,0.077500001,0.02538197271449368
2860,2017,8,5,114,0.0,0.02538197271449368
12634,2021,2,5,106,0.0,0.01465009186851987
2861,2017,8,5,204,0.142500013,0.02538197271449368
6446,2021,3,5,20,0.0,0.026988235229409144
6960,2012,3,5,343,0.00199298,0.021076165549330592
6447,2021,3,5,56,0.0,0.026988235229409144
6959,2012,3,5,245,0.0,0.021076165549330592
7931,2017,11,5,29,0.0,0.021076165549330592
7563,2014,11,5,124,0.225500017,0.021076165549330592
5644,2017,11,5,11,0.0,0.026988235229409144
5643,2017,11,5,7,0.0,0.026988235229409144
6169,2019,11,5,102,0.0,0.026988235229409144
6168,2019,11,5,29,0.0,0.026988235229409144
6499,2021,4,5,43,0.0,0.026988235229409144
6197,2020,2,5,10,0.0,0.026988235229409144
7932,2017,11,5,83,0.0,0.021076165549330592
10975,2018,1,5,410,0.819000006,0.02148469161396403
1261,2021,7,5,63,0.0,0.006189134347155545
8506,2020,11,5,170,0.079999998,0.021076165549330592
10074,2018,1,5,347,0.308000028,0.01939967356210773
9604,2020,1,5,165,0.0,0.025337925396366326
11624,2013,3,5,214,0.014724664,0.019930263951486813
12224,2021,1,5,142,0.0,0.01986755472438175
8545,2020,12,5,76,0.161961526,0.021076165549330592
8546,2020,12,5,99,0.005,0.021076165549330592
9605,2020,1,5,257,0.57100004,0.025337925396366326
3091,2018,7,5,128,0.090392075,0.02538197271449368
10073,2018,1,5,340,0.127499998,0.01939967356210773
3313,2019,5,5,26,0.0,0.02538197271449368
12028,2015,2,5,103,0.070252739,0.01986755472438175
1506,2011,10,5,40,0.0,0.02538197271449368
9036,2014,1,5,90,0.198000014,0.025337925396366326
4483,2012,8,5,305,0.388794452,0.026988235229409144
10014,2016,12,5,35,0.0,0.01939967356210773
8583,2021,1,5,35,0.0,0.021076165549330592
10876,2014,2,5,595,0.54550004,0.02148469161396403
8584,2021,1,5,81,0.0,0.021076165549330592
10013,2016,12,5,120,0.0,0.01939967356210773
3390,2019,7,5,253,0.440500021,0.02538197271449368
3389,2019,7,5,146,0.071500003,0.02538197271449368
10877,2014,2,5,598,1.019500017,0.02148469161396403
10711,2021,1,5,387,0.0,0.02129186638497918
10712,2021,1,5,436,0.0,0.02129186638497918
953,2019,8,5,2,0.0,0.006189134347155545
954,2019,8,5,28,0.0,0.006189134347155545
9640,2020,2,5,115,0.159999996,0.025337925396366326
3201,2018,10,5,29,0.0,0.02538197271449368
10932,2016,12,5,47,0.0035,0.02148469161396403
250,2012,5,5,23,0.0,0.006189134347155545
3720,2020,8,5,172,0.371500015,0.02538197271449368
12225,2021,1,5,59,0.0,0.01986755472438175
3632,2020,6,5,9,0.0,0.02538197271449368
1129,2020,9,5,2,0.0,0.006189134347155545
4559,2012,10,5,120,0.074223131,0.026988235229409144
4558,2012,10,5,62,0.0,0.026988235229409144
8411,2020,2,5,31,0.0,0.021076165549330592
8412,2020,2,5,57,0.0,0.021076165549330592
4305,2011,11,5,60,0.0,0.026988235229409144
4165,2011,6,5,30,0.0,0.026988235229409144
11919,2021,2,5,471,0.0625,0.019930263951486813
3668,2020,7,5,162,0.085500002,0.02538197271449368
3669,2020,7,5,249,0.510500014,0.02538197271449368
11689,2016,12,5,147,0.0,0.019930263951486813
4198,2011,9,5,226,0.086000003,0.026988235229409144
11728,2018,2,5,193,0.0,0.019930263951486813
9035,2014,1,5,59,0.0,0.025337925396366326
11918,2021,2,5,522,0.036000002,0.019930263951486813
9550,2019,6,5,496,0.0,0.025337925396366326
1551,2012,4,5,55,0.0,0.02538197271449368
1550,2012,4,5,16,0.0,0.02538197271449368
10933,2016,12,5,174,0.023500001,0.02148469161396403
907,2019,7,5,27,0.0,0.006189134347155545
908,2019,7,5,88,0.0,0.006189134347155545
10766,2021,2,5,584,0.0,0.02129186638497918
11623,2013,3,5,227,0.009625979,0.019930263951486813
42,2021,6,5,2,0.0,0.0
3719,2020,8,5,107,0.0,0.02538197271449368
8471,2020,6,5,118,0.0,0.021076165549330592
10765,2021,2,5,553,0.0,0.02129186638497918
9066,2014,2,5,51,0.019500002,0.025337925396366326
9065,2014,2,5,269,0.0,0.025337925396366326
4512,2012,9,5,137,0.0,0.026988235229409144
4447,2012,4,5,106,0.004322431,0.026988235229409144
11727,2018,2,5,229,0.0,0.019930263951486813
12097,2018,2,5,102,0.0,0.01986755472438175
1357,2011,7,5,175,0.149111003,0.02538197271449368
1004,2020,6,5,9,0.0,0.006189134347155545
3887,2021,4,5,14,0.0,0.02538197271449368
9750,2021,2,5,289,0.162021369,0.025337925396366326
9751,2021,2,5,373,0.027003486,0.025337925396366326
12797,2019,10,5,15,0.0,0.011675860051742764
12798,2019,10,5,6,0.0,0.011675860051742764
12832,2021,2,5,37,0.0,0.011675860051742764
3142,2018,8,5,48,0.082000002,0.02538197271449368
9914,2014,2,5,273,0.136999995,0.01939967356210773
3828,2020,10,5,39,0.0,0.02538197271449368
8812,2011,12,5,100,0.061999999,0.025337925396366326
4304,2011,11,5,13,0.0,0.026988235229409144
703,2017,8,5,39,0.0,0.006189134347155545
1003,2020,6,5,6,0.0,0.006189134347155545
3351,2019,6,5,114,0.0,0.02538197271449368
9791,2021,12,5,11,0.0,0.025337925396366326
8877,2012,3,5,520,0.345907092,0.025337925396366326
4354,2012,2,5,6,0.0,0.026988235229409144
9792,2021,12,5,11,0.0045,0.025337925396366326
8876,2012,3,5,436,0.108917192,0.025337925396366326
9855,2013,3,5,196,0.0,0.01939967356210773
9854,2013,3,5,200,0.0,0.01939967356210773
9825,2012,3,5,656,1.055500031,0.01939967356210773
9824,2012,3,5,596,0.695162594,0.01939967356210773
1401,2011,8,5,38,0.0,0.02538197271449368
3847,2021,3,5,1,0.0,0.02538197271449368
4342,2011,12,5,8,0.0,0.026988235229409144
1047,2020,7,5,26,0.0,0.006189134347155545
1048,2020,7,5,85,0.0,0.006189134347155545
9870,2013,8,5,300,0.643770576,0.01939967356210773
3631,2020,6,5,9,0.0,0.02538197271449368
3888,2021,4,5,24,0.0,0.02538197271449368
11980,2013,3,5,198,0.043546446,0.01986755472438175
1101,2020,8,5,26,0.0,0.006189134347155545
8619,2021,2,5,75,0.162021339,0.021076165549330592
415,2012,8,5,39,0.0,0.006189134347155545
12943,2011,8,5,8,0.0,0.008161909200131663
1100,2020,8,5,1,0.0,0.006189134347155545
12027,2015,2,5,398,0.127424121,0.01986755472438175
8983,2013,11,5,116,0.247500017,0.025337925396366326
8974,2013,6,5,442,0.915267348,0.025337925396366326
8958,2013,3,5,91,0.0,0.025337925396366326
8664,2021,4,5,174,0.104500003,0.021076165549330592
8957,2013,3,5,47,0.0,0.025337925396366326
4395,2012,3,5,144,0.0,0.026988235229409144
4394,2012,3,5,53,0.0,0.026988235229409144
9965,2015,2,5,513,0.028624233,0.01939967356210773
11981,2013,3,5,118,0.094985768,0.01986755472438175
4243,2011,10,5,121,0.0,0.026988235229409144
4244,2011,10,5,214,0.137500018,0.026988235229409144
1461,2011,9,5,126,0.0,0.02538197271449368
1460,2011,9,5,43,0.0,0.02538197271449368
644,2017,5,5,53,0.0,0.006189134347155545
3777,2020,9,5,40,0.0,0.02538197271449368
3778,2020,9,5,118,0.0,0.02538197271449368
8698,2021,11,5,183,0.043500002,0.021076165549330592
9708,2021,1,5,190,0.0,0.025337925396366326
9709,2021,1,5,274,0.0,0.025337925396366326
10902,2015,2,5,619,0.166662589,0.02148469161396403
10901,2015,2,5,616,0.131946981,0.02148469161396403
8746,2021,12,5,17,0.0,0.021076165549330592
8747,2021,12,5,6,0.0,0.021076165549330592
9915,2014,2,5,283,0.111000001,0.01939967356210773
9964,2015,2,5,449,0.005027104,0.01939967356210773
9096,2014,3,5,211,0.411500007,0.025337925396366326
10193,2020,1,5,320,0.559500039,0.01939967356210773
8377,2019,12,5,75,0.134673446,0.021076165549330592
743,2018,5,5,5,0.0,0.006189134347155545
367,2012,7,5,22,0.0,0.006189134347155545
4708,2013,3,5,25,0.0,0.026988235229409144
4707,2013,3,5,18,0.0,0.026988235229409144
368,2012,7,5,58,0.0,0.006189134347155545
1698,2012,7,5,132,0.164499998,0.02538197271449368
12927,2020,3,5,2,8.33e-05,0.016442459682950536
4077,2021,8,5,102,0.082000002,0.02538197271449368
613,2013,8,5,13,0.0,0.006189134347155545
8096,2018,3,5,33,0.0,0.021076165549330592
8097,2018,3,5,20,0.0,0.021076165549330592
10429,2014,2,5,575,0.301500022,0.02129186638497918
10428,2014,2,5,541,0.161500007,0.02129186638497918
4076,2021,8,5,68,0.135163426,0.02538197271449368
9221,2016,1,5,267,0.156000003,0.025337925396366326
8125,2018,8,5,269,0.373500019,0.021076165549330592
8134,2018,10,5,112,0.0515,0.021076165549330592
8378,2019,12,5,145,0.0055,0.021076165549330592
4668,2013,2,5,12,0.0,0.026988235229409144
8148,2018,11,5,45,0.0,0.021076165549330592
3987,2021,6,5,279,0.353000015,0.02538197271449368
11665,2015,2,5,533,0.197257891,0.019930263951486813
3010,2018,5,5,126,0.0,0.02538197271449368
8182,2018,12,5,81,0.134379745,0.021076165549330592
8183,2018,12,5,154,0.003,0.021076165549330592
308,2012,6,5,104,0.0,0.006189134347155545
307,2012,6,5,36,0.0,0.006189134347155545
3986,2021,6,5,188,0.103500009,0.02538197271449368
8124,2018,8,5,145,0.118000001,0.021076165549330592
796,2018,7,5,60,0.0,0.006189134347155545
795,2018,7,5,25,0.0,0.006189134347155545
10463,2015,2,5,562,0.045082718,0.02129186638497918
9347,2017,4,5,199,0.233500004,0.025337925396366326
12279,2021,2,5,320,0.001,0.01986755472438175
10545,2018,1,5,392,0.699000061,0.02129186638497918
2958,2018,4,5,7,0.0,0.02538197271449368
2959,2018,4,5,20,0.0,0.02538197271449368
10544,2018,1,5,366,0.516000032,0.02129186638497918
1205,2021,6,5,105,0.0,0.006189134347155545
766,2018,6,5,101,0.141793802,0.006189134347155545
9291,2017,1,5,85,0.0,0.025337925396366326
1204,2021,6,5,38,0.0,0.006189134347155545
1749,2012,8,5,207,0.079066642,0.02538197271449368
1748,2012,8,5,115,0.0,0.02538197271449368
12278,2021,2,5,401,0.015500001,0.01986755472438175
7979,2017,12,5,84,0.0,0.021076165549330592
7980,2017,12,5,158,0.0,0.021076165549330592
10841,2013,3,5,136,0.068651274,0.02148469161396403
10840,2013,3,5,250,0.0,0.02148469161396403
9393,2018,1,5,280,0.020000001,0.025337925396366326
10503,2016,12,5,50,0.0,0.02129186638497918
10502,2016,12,5,49,0.0,0.02129186638497918
4766,2013,4,5,200,0.230083585,0.026988235229409144
744,2018,5,5,50,0.0,0.006189134347155545
3533,2019,10,5,1,0.0,0.02538197271449368
3534,2019,10,5,17,0.0,0.02538197271449368
4033,2021,7,5,140,0.196500018,0.02538197271449368
8052,2018,2,5,55,0.0,0.021076165549330592
8053,2018,2,5,117,0.0,0.021076165549330592
11666,2015,2,5,475,0.168063059,0.019930263951486813
10464,2015,2,5,597,0.092278413,0.02129186638497918
4109,2021,9,5,120,0.162225977,0.02538197271449368
3011,2018,5,5,206,0.363750011,0.02538197271449368
12096,2018,2,5,154,0.0,0.01986755472438175
3223,2019,3,5,1,0.0,0.02538197271449368
2527,2016,5,5,238,0.209000006,0.02538197271449368
8244,2019,2,5,52,0.0,0.021076165549330592
8245,2019,2,5,102,0.0165,0.021076165549330592
850,2019,5,5,16,0.0,0.006189134347155545
3943,2021,5,5,232,0.282000005,0.02538197271449368
4621,2012,11,5,42,0.0,0.026988235229409144
4620,2012,11,5,8,0.0,0.026988235229409144
8286,2019,3,5,251,0.253000021,0.021076165549330592
3942,2021,5,5,136,0.0,0.02538197271449368
8338,2019,11,5,187,0.098499998,0.021076165549330592
12776,2018,10,5,16,0.0,0.011675860051742764
4139,2021,10,5,38,0.0,0.02538197271449368
10260,2021,1,5,339,0.0,0.01939967356210773
9166,2015,2,5,374,0.00237306,0.025337925396366326
10261,2021,1,5,389,0.0,0.01939967356210773
3588,2020,5,5,38,0.0,0.02538197271449368
9116,2014,12,5,28,0.059141293,0.025337925396366326
10313,2021,2,5,472,0.0,0.01939967356210773
8320,2019,10,5,21,0.0135,0.021076165549330592
10233,2020,12,5,343,0.617000043,0.01939967356210773
10387,2013,3,5,243,0.0,0.02129186638497918
1609,2012,5,5,30,0.0,0.02538197271449368
3054,2018,6,5,183,0.06468875,0.02538197271449368
10386,2013,3,5,230,0.0,0.02129186638497918
9144,2015,1,5,89,0.125005424,0.025337925396366326
215,2011,8,5,10,0.0,0.006189134347155545
1260,2021,7,5,19,0.0,0.006189134347155545
1161,2021,5,5,55,0.0,0.006189134347155545
1657,2012,6,5,187,0.105000004,0.02538197271449368
3444,2019,8,5,174,0.263000011,0.02538197271449368
9115,2014,12,5,92,0.006001581,0.025337925396366326
3443,2019,8,5,81,0.0,0.02538197271449368
8310,2019,6,5,146,0.040357865,0.021076165549330592
4164,2011,6,5,8,8.36e-05,0.026988235229409144
4657,2012,12,5,19,0.0,0.026988235229409144
8309,2019,6,5,27,0.000944445,0.021076165549330592
1160,2021,5,5,6,0.0,0.006189134347155545
10976,2018,1,5,432,0.938000023,0.02148469161396403
9488,2019,1,5,186,0.095500007,0.025337925396366326
8208,2019,1,5,114,0.026880942,0.021076165549330592
12053,2016,12,5,81,0.0,0.01986755472438175
12052,2016,12,5,128,0.119500004,0.01986755472438175
849,2019,5,5,2,0.0,0.006189134347155545
3055,2018,6,5,273,0.505152524,0.02538197271449368
10312,2021,2,5,438,0.0,0.01939967356210773
6852,2012,1,6,22,0.0,0.021076165549330592
10767,2021,2,6,360,0.027003635,0.02129186638497918
1163,2021,5,6,44,0.0,0.006189134347155545
6853,2012,1,6,71,0.0,0.021076165549330592
3848,2021,3,6,3,0.0,0.02538197271449368
5422,2016,10,6,74,0.0,0.026988235229409144
17,2020,6,6,1,0.0,0.0
2236,2014,5,6,102,0.0,0.02538197271449368
1206,2021,6,6,38,0.0,0.006189134347155545
9525,2019,2,6,128,0.215500012,0.025337925396366326
10768,2021,2,6,398,0.0,0.02129186638497918
1207,2021,6,6,103,0.0,0.006189134347155545
11668,2015,2,6,443,0.265643388,0.019930263951486813
6595,2021,10,6,186,0.0,0.026988235229409144
9752,2021,2,6,148,0.081011117,0.025337925396366326
5546,2017,9,6,211,0.112000003,0.026988235229409144
6738,2011,11,6,115,0.0,0.021076165549330592
6739,2011,11,6,155,0.064999998,0.021076165549330592
5383,2016,9,6,144,0.284000039,0.026988235229409144
1162,2021,5,6,6,0.0,0.006189134347155545
3314,2019,5,6,72,0.0,0.02538197271449368
9606,2020,1,6,105,0.041500002,0.025337925396366326
6791,2011,12,6,100,0.0,0.021076165549330592
6790,2011,12,6,29,0.0,0.021076165549330592
3988,2021,6,6,185,0.12650001,0.02538197271449368
12029,2015,2,6,375,0.26404196,0.01986755472438175
685,2017,7,6,85,0.160756335,0.006189134347155545
9669,2020,12,6,176,0.328000009,0.025337925396366326
5497,2017,4,6,147,0.0,0.026988235229409144
3989,2021,6,6,275,0.400500029,0.02538197271449368
6645,2021,11,6,92,0.0,0.026988235229409144
9394,2018,1,6,276,0.075000003,0.025337925396366326
3945,2021,5,6,147,0.326499999,0.02538197271449368
2205,2013,10,6,38,0.0,0.02538197271449368
6644,2021,11,6,24,0.0,0.026988235229409144
3890,2021,4,6,57,0.0,0.02538197271449368
9415,2018,2,6,320,0.0,0.025337925396366326
3889,2021,4,6,24,0.0,0.02538197271449368
9468,2018,12,6,179,0.204000011,0.025337925396366326
9710,2021,1,6,72,0.0,0.025337925396366326
9711,2021,1,6,131,0.0,0.025337925396366326
9414,2018,2,6,283,0.0,0.025337925396366326
11235,2011,12,6,240,0.141000003,0.021247993170063293
3944,2021,5,6,72,0.0,0.02538197271449368
2273,2014,6,6,63,0.0,0.02538197271449368
4034,2021,7,6,154,0.046000004,0.02538197271449368
12030,2015,2,6,298,0.216253966,0.01986755472438175
6594,2021,10,6,101,0.0,0.026988235229409144
956,2019,8,6,32,0.0,0.006189134347155545
1050,2020,7,6,84,0.0,0.006189134347155545
10389,2013,3,6,310,0.41717869,0.02129186638497918
10388,2013,3,6,297,0.248533458,0.02129186638497918
10362,2011,12,6,194,0.282500029,0.02129186638497918
508,2013,6,6,106,0.0,0.006189134347155545
10361,2011,12,6,167,0.229500011,0.02129186638497918
370,2012,7,6,77,0.0,0.006189134347155545
10315,2021,2,6,296,0.081011131,0.01939967356210773
6170,2019,11,6,24,0.0,0.026988235229409144
6171,2019,11,6,77,0.0,0.026988235229409144
10314,2021,2,6,228,0.054007377,0.01939967356210773
2569,2016,6,6,197,0.106000006,0.02538197271449368
851,2019,5,6,3,0.0,0.006189134347155545
852,2019,5,6,40,0.0,0.006189134347155545
5814,2018,9,6,79,0.08950001,0.026988235229409144
2570,2016,6,6,291,0.470918059,0.02538197271449368
3590,2020,5,6,225,0.344000012,0.02538197271449368
6206,2020,3,6,154,0.080848441,0.026988235229409144
10263,2021,1,6,119,0.0,0.01939967356210773
5795,2018,8,6,250,0.026500002,0.026988235229409144
5794,2018,8,6,132,0.0,0.026988235229409144
10262,2021,1,6,131,0.0,0.01939967356210773
6243,2020,4,6,95,0.0,0.026988235229409144
6244,2020,4,6,14,0.0,0.026988235229409144
5766,2018,4,6,115,0.107894741,0.026988235229409144
10229,2020,9,6,629,0.989000082,0.01939967356210773
5765,2018,4,6,68,0.0,0.026988235229409144
3633,2020,6,6,182,0.0,0.02538197271449368
11921,2021,2,6,239,0.054007545,0.019930263951486813
3589,2020,5,6,114,0.0,0.02538197271449368
2417,2015,6,6,179,0.107537806,0.02538197271449368
6117,2019,10,6,63,0.0,0.026988235229409144
3446,2019,8,6,181,0.006,0.02538197271449368
10549,2018,2,6,517,0.015000001,0.02129186638497918
10548,2018,2,6,496,0.0,0.02129186638497918
3498,2019,9,6,40,0.0,0.02538197271449368
109,2011,6,6,93,0.0,0.006189134347155545
3499,2019,9,6,119,0.0,0.02538197271449368
767,2018,6,6,73,0.019117564,0.006189134347155545
5963,2019,3,6,58,0.0,0.026988235229409144
5964,2019,3,6,148,0.0,0.026988235229409144
2529,2016,5,6,215,0.351999998,0.02538197271449368
108,2011,6,6,31,0.0,0.006189134347155545
746,2018,5,6,50,0.0,0.006189134347155545
12968,2018,6,6,23,0.0,0.008161909200131663
745,2018,5,6,3,0.0,0.006189134347155545
3445,2019,8,6,98,0.0,0.02538197271449368
3535,2019,10,6,29,0.0,0.02538197271449368
5895,2018,11,6,91,0.161227584,0.026988235229409144
10466,2015,2,6,565,0.168626875,0.02129186638497918
10465,2015,2,6,531,0.016820366,0.02129186638497918
797,2018,7,6,29,0.0,0.006189134347155545
798,2018,7,6,94,0.0,0.006189134347155545
2488,2015,8,6,193,0.1413441,0.02538197271449368
369,2012,7,6,21,0.0,0.006189134347155545
12588,2021,1,6,53,0.0,0.01465009186851987
6077,2019,9,6,213,0.18900001,0.026988235229409144
10430,2014,2,6,570,1.2075001,0.02129186638497918
310,2012,6,6,108,0.0,0.006189134347155545
309,2012,6,6,39,0.0,0.006189134347155545
507,2013,6,6,11,0.0,0.006189134347155545
6014,2019,4,6,147,0.232000008,0.026988235229409144
3634,2020,6,6,274,0.360500008,0.02538197271449368
11920,2021,2,6,281,0.027003773,0.019930263951486813
6279,2020,8,6,180,0.194499999,0.026988235229409144
9966,2015,2,6,102,0.004924971,0.01939967356210773
5671,2017,12,6,17,0.0,0.026988235229409144
2345,2014,8,6,77,0.0,0.02538197271449368
979,2019,9,6,2,0.0,0.006189134347155545
3779,2020,9,6,5,0.0,0.02538197271449368
6448,2021,3,6,52,0.0,0.026988235229409144
6449,2021,3,6,137,0.0,0.026988235229409144
11367,2018,2,6,374,0.029000001,0.021247993170063293
3780,2020,9,6,12,0.0,0.02538197271449368
9917,2014,2,6,520,0.912500024,0.01939967356210773
9916,2014,2,6,457,0.557500005,0.01939967356210773
6501,2021,4,6,134,0.0,0.026988235229409144
12589,2021,1,6,14,0.0,0.01465009186851987
9967,2015,2,6,484,0.010872669,0.01939967356210773
5593,2017,10,6,182,0.0,0.026988235229409144
1006,2020,6,6,73,0.0,0.006189134347155545
6550,2021,9,6,205,0.165000007,0.026988235229409144
5592,2017,10,6,98,0.0,0.026988235229409144
2308,2014,7,6,68,0.0,0.02538197271449368
704,2017,8,6,14,0.0,0.006189134347155545
3352,2019,6,6,121,0.251000017,0.02538197271449368
9857,2013,3,6,345,0.492354423,0.01939967356210773
12463,2018,2,6,61,0.0,0.01465009186851987
12462,2018,2,6,81,0.0,0.01465009186851987
9856,2013,3,6,136,0.087404087,0.01939967356210773
2650,2016,8,6,136,0.1435,0.02538197271449368
9814,2011,12,6,129,0.034500003,0.01939967356210773
1049,2020,7,6,25,0.0,0.006189134347155545
1005,2020,6,6,29,0.0,0.006189134347155545
11366,2018,2,6,472,0.02,0.021247993170063293
2612,2016,7,6,91,0.0,0.02538197271449368
9973,2015,7,6,204,0.26927346,0.01939967356210773
3670,2020,7,6,161,0.067000002,0.02538197271449368
3671,2020,7,6,248,0.475000024,0.02538197271449368
6300,2020,9,6,26,0.0,0.026988235229409144
6301,2020,9,6,157,0.0,0.026988235229409144
909,2019,7,6,17,0.0,0.006189134347155545
910,2019,7,6,73,0.0,0.006189134347155545
11306,2015,2,6,542,0.292912215,0.021247993170063293
11305,2015,2,6,570,0.274464011,0.021247993170063293
10083,2018,2,6,429,0.0,0.01939967356210773
10082,2018,2,6,314,0.0,0.01939967356210773
10076,2018,1,6,395,0.60650003,0.01939967356210773
10075,2018,1,6,342,0.261500001,0.01939967356210773
6346,2020,10,6,111,0.0,0.026988235229409144
6347,2020,10,6,201,0.166999996,0.026988235229409144
2381,2015,5,6,125,0.002740398,0.02538197271449368
11964,2011,12,6,53,0.0,0.01986755472438175
3392,2019,7,6,248,0.452000022,0.02538197271449368
3391,2019,7,6,161,0.120999999,0.02538197271449368
10015,2016,12,6,168,0.316500008,0.01939967356210773
5691,2018,2,6,24,0.0,0.026988235229409144
11965,2011,12,6,38,0.0,0.01986755472438175
955,2019,8,6,1,0.0,0.006189134347155545
6386,2020,11,6,88,0.161933437,0.026988235229409144
2715,2017,5,6,142,0.0,0.02538197271449368
10713,2021,1,6,268,0.0,0.02129186638497918
